X,C5: Sample 53,X,C6: Sample 54,X,C12: Sample 60,X,D1: Sample 73,X,D3: Sample 75,X,D9: Sample 81,X,D10: Sample 82,X,E5: Sample 101,X,G5: Sample 149,X,H5: Sample 173,X,H6: Sample 174,X,H7: Sample 175,X,H8: Sample 176,X,H11: Sample 179
28.43,179.288221866048,28.43,152.91019878755,28.43,48.7624887946131,28.43,40.134369604246,28.43,397.786368915061,28.43,21.797524176657,28.43,42.4564312022966,28.43,100.845953061845,28.43,353.561534895813,28.43,111.952670116475,28.43,27.9465425249799,28.43,19.6812451599167,28.43,138.561900105585,28.43,149.498332834635
28.55,179.178877888699,28.55,152.408666419607,28.55,48.8335035701061,28.55,40.2476389466179,28.55,398.237338644813,28.55,21.853111183349,28.55,42.429618991481,28.55,100.908297285898,28.55,352.850904618976,28.55,111.420810742381,28.55,27.9615886949296,28.55,19.6189295532417,28.55,138.440515064518,28.55,149.33602294407
28.62,178.453939303297,28.62,152.442750907778,28.62,48.7660111964405,28.62,40.1209870201832,28.62,397.932238135751,28.62,21.7310416470012,28.62,42.264691401423,28.62,100.713402246214,28.62,352.022020514191,28.62,111.106218157278,28.62,27.8584168068278,28.62,19.5763089649675,28.62,138.338823189225,28.62,148.918665290391
28.73,177.728915008975,28.73,152.527675066087,28.73,48.6158510857757,28.73,40.1476708214708,28.73,398.277148684636,28.73,21.7149255157603,28.73,42.173066465831,28.73,100.769766776771,28.73,352.218963341965,28.73,110.868154282411,28.73,27.9418824378488,28.73,19.5205395570794,28.73,138.479826999897,28.73,148.943497484036
28.8,177.619504455176,28.8,152.096840602068,28.8,48.6437477160018,28.8,40.194362877948,28.8,398.88088689028,28.8,21.5013612782296,28.8,42.1800999992642,28.8,100.865746435123,28.8,352.238195561747,28.8,110.254923702199,28.8,27.808582904841,28.8,19.5041143486742,28.8,138.247342591139,28.8,148.79167300259
28.91,176.77552394457,28.91,152.071478447557,28.91,48.5169150905109,28.91,39.9477321764436,28.91,398.834259347811,28.91,21.4977759253401,28.91,41.9954539156833,28.91,100.74998628297,28.91,351.567289465811,28.91,110.236538689075,28.91,27.8039458224823,28.91,19.3434382824071,28.91,137.929440746721,28.91,148.197701025758
29.08,176.090693680982,29.08,151.966805264745,29.08,48.4890442570931,29.08,39.9410720010224,29.08,399.583408930428,29.08,21.4941917679668,29.08,41.9687230302258,29.08,100.812326535316,29.08,351.173008956417,29.08,109.566910630749,29.08,27.8387138352184,29.08,19.3992372170166,29.08,138.004717871643,29.08,148.369223181624
29.2,176.031122659759,29.2,151.788322057107,29.2,48.3505607874193,29.2,40.0010452702984,29.2,399.662977426299,29.2,21.5139306545809,29.2,41.751676684814,29.2,100.772752988741,29.2,350.580708275307,29.2,109.369569651281,29.2,27.8387138352184,29.2,19.3205378642605,29.2,137.72957062587,29.2,147.898267329919
29.25,175.693521615048,29.25,151.609838849469,29.25,48.2318593023655,29.25,39.9810525843173,29.25,400.219995206736,29.25,21.3757656312827,29.25,41.6332864631348,29.25,100.891473628464,29.25,350.185815615009,29.25,108.915671032501,29.25,27.6810996396777,29.25,19.1828157926876,29.25,137.375812617686,29.25,147.623551064203
29.32,175.059225643382,29.32,151.499827665441,29.32,48.0971200980392,29.32,40.0076952167586,29.32,400.126378676471,29.32,21.2107938878676,29.32,41.6588589537377,29.32,100.660050934436,29.32,349.970396752451,29.32,108.721536075368,29.32,27.6324821920956,29.32,19.0584130380668,29.32,137.428251378676,29.32,147.299708946078
29.43,174.29417617397,29.43,150.950068347788,29.43,48.2040406320784,29.43,40.0543381962251,29.43,400.889233683555,29.43,21.1945940132179,29.43,41.6855292747934,29.43,100.7559547302,29.43,349.89053782248,29.43,108.285836395527,29.43,27.7355820217892,29.43,19.1009318897666,29.43,137.431510490719,29.43,147.226169128678
29.55,173.758068899964,29.55,150.870762084735,29.55,48.0062393977428,29.55,40.0343512368483,29.55,400.9687889158,29.55,21.2735316103542,29.55,41.5671635759759,29.55,100.676830406171,29.55,349.515475312062,29.55,108.009605078175,29.55,27.7355820217892,29.55,19.0419178127421,29.55,137.077811452031,29.55,146.637577234073
29.67,173.261681787651,29.67,150.533686527411,29.67,47.9271198615823,29.67,39.7545290177039,29.67,401.147816915564,29.67,21.1156588100161,29.67,41.3698794314984,29.67,100.716397356054,29.67,349.120648478178,29.67,107.59524373854,29.67,27.6961850412569,29.67,19.0025746957367,29.67,136.920616135165,29.67,146.441379935872
29.78,172.86455677662,29.78,150.196610970088,29.78,47.9468985486552,29.78,39.7745159770807,29.78,401.466037844543,29.78,21.076190011448,29.78,41.4290670687762,29.78,100.518562606635,29.78,349.357513936146,29.78,107.14142078214,29.78,27.6173910801923,29.78,18.8648755816686,29.78,137.195717515419,29.78,146.225561950276
29.89,172.279890471814,29.89,150.250880821078,29.89,47.8993566176471,29.89,39.787872912837,29.89,400.444546568627,29.89,21.0924072265625,29.89,41.34326171875,29.89,100.462249157475,29.89,348.253216911765,29.89,106.946011412377,29.89,27.6718726064645,29.89,18.8813991172641,29.89,136.603094362745,29.89,146.122730928309
30.01,171.823280484069,30.01,150.072457107843,30.01,47.6620327818627,30.01,39.787872912837,30.01,400.504212622549,30.01,20.9740229587929,30.01,41.1460152420343,30.01,100.323787913603,30.01,348.134765625,30.01,106.709271599265,30.01,27.57339776731,30.01,18.8223948759191,30.01,136.622740502451,30.01,145.730401731005
30.07,171.269866998991,30.07,149.92336156024,30.07,47.6461507316189,30.07,39.7146814075149,30.07,399.933401488719,30.07,20.9670339474771,30.07,41.0337093135009,30.07,100.329904967339,30.07,347.703071096399,30.07,106.377894715242,30.07,27.5445198567389,30.07,18.7964617071577,30.07,136.498656391497,30.07,145.466131004739
30.18,170.683083916161,30.18,149.730301153852,30.18,47.673862528733,30.18,39.8012230038866,30.18,399.423434023251,30.18,20.8127052928372,30.18,40.8630529639055,30.18,100.405954476337,30.18,347.583383774273,30.18,106.040575651607,30.18,27.4309582938689,30.18,18.7209339191017,30.18,136.324964145069,30.18,145.156949944617
30.3,170.325798181921,30.3,149.532092001211,30.3,47.3772619545027,30.3,39.7812427057194,30.3,399.323994407795,30.3,20.7337940038486,30.3,40.9616645540694,30.3,100.148855016198,30.3,347.208446263858,30.3,105.724978358386,30.3,27.5294167232851,30.3,18.6029451012147,30.3,136.246392681489,30.3,144.882361441598
30.41,169.670787099209,30.41,149.472627340909,30.41,47.5749972660807,30.41,39.721299418081,30.41,398.469012823843,30.41,20.7140673781698,30.41,40.9024966427164,30.41,100.188408779297,30.41,346.774273834263,30.41,105.44882953025,30.41,27.6081868172094,30.41,18.6422751060332,30.41,136.285678413279,30.41,144.627387086834
30.47,169.027297273458,30.47,149.031549838779,30.47,47.5670707420443,30.47,39.854522584843,30.47,397.766423140816,30.47,20.67116711326,30.47,40.7379381888023,30.47,100.112395515833,30.47,346.124591435208,30.47,105.017106353642,30.47,27.4657652795269,30.47,18.5408610636987,30.47,136.145134143398,30.47,144.524856604171
30.58,168.641973437301,30.58,148.967087381554,30.58,47.2428748095315,30.58,39.7679889183778,30.58,397.004469578936,30.58,20.5691185886836,30.58,40.6720037269968,30.58,99.9375561147122,30.58,346.106358585413,30.58,104.526378814269,30.58,27.3233911919653,30.58,18.4591386617506,30.58,135.729718627206,30.58,144.363537440838
30.69,168.185591640454,30.69,148.749126126275,30.69,47.2626451020813,30.69,39.6481446776612,30.69,396.765962913151,30.69,20.5691185886836,30.69,40.6325779741869,30.69,99.9968669923617,30.69,345.613192178421,30.69,104.46722104634,30.69,27.3627619209697,30.69,18.4787977105197,30.69,135.670809662571,30.69,144.128255648524
30.79,167.629994745274,30.79,148.570791580313,30.79,47.2626451020813,30.79,39.7080656018498,30.79,396.249141054473,30.79,20.5691185886836,30.79,40.4748558242325,30.79,99.9770966998119,30.79,345.534264117941,30.79,104.013700487379,30.79,27.4415033789784,30.79,18.4394808091512,30.79,135.670809662571,30.79,143.677299677367
30.91,167.59032018917,30.91,148.432093313025,30.91,47.0847411772055,30.91,39.6481446776612,30.91,395.314942100028,30.91,20.4507910911272,30.91,40.4945687006374,30.91,99.7398627585717,30.91,345.080523463758,30.91,103.698208340683,30.91,27.4218192106459,30.91,18.3805060551832,30.91,135.199528376131,30.91,143.304774160101
31.01,166.51090985299,31.01,148.367751003008,31.01,47.0373697329844,31.01,39.5616597972675,31.01,394.9509686557,31.01,20.3685130371113,31.01,40.3104234125779,31.01,99.6441825241506,31.01,344.648259922307,31.01,103.562650558329,31.01,27.3778877806952,31.01,18.298825168561,31.01,135.177010133563,31.01,143.241697247791
31.08,166.173646184406,31.08,148.248881107448,31.08,46.978083085541,31.08,39.6415410559627,31.08,394.215666883842,31.08,20.4079489669265,31.08,40.3301330056923,31.08,99.6441825241506,31.08,344.214342705353,31.08,102.793765936067,31.08,27.2794761557552,31.08,18.200549884253,31.08,135.118101412784,31.08,142.732012910511
31.18,165.511219969878,31.18,148.045918382965,31.18,46.990018849182,31.18,39.7148075898761,31.18,393.832077741588,31.18,20.3059782633651,31.18,40.2642931977641,31.18,99.3311333692511,31.18,343.683687307146,31.18,102.894914470784,31.18,27.4520438314272,31.18,18.2564740971066,31.18,135.075970698438,31.18,142.610248200029
31.36,165.122168095044,31.36,147.852651311503,31.36,46.8990246545195,31.36,39.7413926293317,31.36,393.142469971,31.36,20.2304884787286,31.36,40.3104234125779,31.36,99.3674445284026,31.36,343.326722136223,31.36,102.419178421494,31.36,27.3778877806952,31.36,18.1612395313357,31.36,134.921770902732,31.36,142.339945091753
31.47,164.261552872606,31.47,147.530904469927,31.47,46.7528926185899,31.47,39.5550716774012,31.47,392.739200176324,31.47,20.1482632043763,31.47,40.0080824573272,31.47,99.410188201009,31.47,343.210391462996,31.47,102.106451578342,31.47,27.3142909784126,31.47,18.0796075650806,31.47,134.722625064285,31.47,141.767439893838
31.53,163.785501971396,31.53,147.649754570334,31.53,46.7924152513837,31.53,39.6349396336386,31.53,392.083496595974,31.53,20.1285473272885,31.53,40.0277911597872,31.53,99.1730237057354,31.53,342.579292072782,31.53,101.731926443038,31.53,27.255255749651,31.53,18.0992600662897,31.53,134.683365501175,31.53,142.061437007151
31.62,163.408613992016,31.62,147.41205436952,31.62,46.6540932112333,31.62,39.6748736117574,31.62,391.546987498163,31.62,20.1285473272885,31.62,39.9883737548673,31.62,99.1730237057354,31.62,342.086289917716,31.62,101.515099625924,31.62,27.1568605129916,31.62,18.0010011475578,31.62,134.48706768563,31.62,141.649842961748
31.73,162.826087056326,31.73,147.229073010323,31.73,46.6068092446769,31.73,39.548485751381,31.73,390.746699685119,31.73,20.0857731231697,31.73,39.9423048420636,31.73,99.0181980244021,31.73,342.088479841237,31.73,101.340534848118,31.73,27.1720132272752,31.73,18.0176520113618,31.73,134.327280409541,31.73,141.273516618186
31.84,162.409607090214,31.84,147.0112206268,31.84,46.6463252969457,31.84,39.5884130804857,31.84,389.852679489628,31.84,19.9280831281923,31.84,39.8240747074617,31.84,98.8205938516141,31.84,341.851852191926,31.84,100.867528228512,31.84,27.2310410178057,31.84,17.9587067153129,31.84,134.248774356771,31.84,141.293104873068
31.95,161.616301896633,31.95,146.832975159032,31.95,46.4092385479104,31.95,39.5285220868286,31.95,389.197085084034,31.95,19.9280831281923,31.95,39.7649584445885,31.95,98.8601146861717,31.95,340.589901826115,31.95,100.414234203297,31.95,27.093311100664,31.95,17.840816123215,31.95,133.993620120688,31.95,140.920765432484
32.06,160.736742336147,32.06,146.531310132052,32.06,46.3422556496587,32.06,39.5618623592635,32.06,388.417174448438,32.06,19.90505753398,32.06,39.6204260814895,32.06,98.6460859236528,32.06,339.922051723969,32.06,99.9837084981737,32.06,27.0888008108187,32.06,17.8182013562302,32.06,133.716211677675,32.06,140.525028551249
32.17,160.690158220412,32.17,146.685106897911,32.17,46.3937894005909,32.17,39.4554900107149,32.17,387.736847193937,32.17,19.7441069402102,32.17,39.5350384153849,32.17,98.471636087545,32.17,339.550062233199,32.17,99.8094567231437,32.17,27.0842920224015,32.17,17.697383067598,32.17,133.733195277008,32.17,140.246971179971
32.27,160.392760632882,32.27,146.724710190334,32.27,46.354291283497,32.27,39.5153634576386,32.27,387.895719310527,32.27,19.8229262886158,32.27,39.4562429704634,32.27,98.3531130520825,32.27,340.12171883567,32.27,99.454824633332,32.27,27.0646242357004,32.27,17.7366672485093,32.27,133.693955317542,32.27,140.188197293315
32.38,159.797984580608,32.38,146.526722412396,32.38,46.2357873708217,32.38,39.5951915330723,32.38,387.280080297349,32.38,19.7046984611817,32.38,39.4956406929241,32.38,97.9777996678448,32.38,339.23468922564,32.38,99.139595046678,32.38,27.123629986152,32.38,17.7366672485093,32.38,133.340786120956,32.38,139.698443588695
32.48,159.249535544928,32.48,146.511514752397,32.48,46.1842225354121,32.48,39.521941676959,32.48,386.311596336137,32.48,19.767101907456,32.48,39.4431092073035,32.48,98.112653038367,32.48,339.113749951038,32.48,99.0378718700732,32.48,27.0494562983811,32.48,17.6806844316588,32.48,133.500346409581,32.48,139.604132188917
32.59,158.938837836994,32.59,146.264795897453,32.59,46.0898629843225,32.59,39.5886022184554,32.59,385.686597248735,32.59,19.5832099162837,32.59,39.2330277561599,32.59,97.9022428367253,32.59,338.370202049866,32.59,98.6503260580942,32.59,27.1191161519057,32.59,17.6355220539289,32.59,133.377446085773,32.59,139.12675908013
32.64,158.106274641347,32.64,146.185621613536,32.64,45.9713787927178,32.64,39.6085559161258,32.64,385.210021976839,32.64,19.5832099162837,32.64,39.2921145051724,32.64,97.487490807294,32.64,338.035150093487,32.64,98.2957529851057,32.64,27.0011219001767,32.64,17.537328543031,32.64,132.92625208939,32.64,138.989642833544
32.76,157.630531072264,32.76,146.245007106375,32.76,45.9911293445861,32.76,39.5886022184554,32.76,384.316448121935,32.76,19.5241064376169,32.76,39.173943397098,32.76,97.4084885998209,32.76,338.054881525751,32.76,98.1184664486114,32.76,27.0601202210165,32.76,17.5766061863853,32.76,133.02433566256,32.76,138.774184005854
32.86,157.049362811368,32.86,146.042546659367,32.86,45.9242446718704,32.86,39.5421143414469,32.86,384.034115934227,32.86,19.4617629949624,32.86,38.9705046009408,32.86,97.4910171925468,32.86,337.24984248067,32.86,97.5703694669423,32.86,26.9966292010253,32.86,17.4362345405482,32.86,132.904134576564,32.86,138.398586608104
33.02,156.547640982341,33.02,145.800579605282,33.02,45.8376430511587,33.02,39.5554831078684,33.02,383.255621434233,33.02,19.4191352981391,33.02,39.0230884921761,33.02,97.3168465809007,33.02,336.957306213119,33.02,97.3966061454735,33.02,26.9921379966997,33.02,17.4333338194468,33.02,132.685912989177,33.02,138.355980870243
33.13,155.979110719267,33.13,145.923795435916,33.13,45.7268054697441,33.13,39.582015096622,33.13,382.942147584908,33.13,19.3632727909826,33.13,38.9901969068097,33.13,97.1158191463982,33.13,336.579888298914,33.13,97.2355548656651,33.13,26.8983182135167,33.13,17.3773284759775,33.13,132.74721741338,33.13,138.065664532764
33.23,155.443984673216,33.23,145.666507490579,33.23,45.7860377082926,33.23,39.582015096622,33.23,382.306832362729,33.23,19.3041779517287,33.23,38.8720454611493,33.23,96.9380937561173,33.23,336.363108055202,33.23,96.88104078986,33.23,26.9769679593447,33.23,17.3773284759775,33.23,132.433402203435,33.23,137.478149927816
33.32,154.710659547201,33.32,145.646712433934,33.32,45.7860377082926,33.32,39.6418662293848,33.32,381.175140085152,33.32,19.2844796719775,33.32,38.6948170978822,33.32,96.602399799354,33.32,335.535519844377,33.32,96.4477383741558,33.32,26.9573043281112,33.32,17.2987862600323,33.32,132.02150062396,33.32,137.41940515807
