X,C9: Sample 57,X,D2: Sample 74,X,D6: Sample 78,X,E4: Sample 100,X,E7: Sample 103
48.6,6.93792666609431,48.6,6.85493989488294,48.6,6.74483666703255,48.6,6.50039951879925,48.6,7.35076766117048
48.7,7.01632088546829,48.7,6.95371415608178,48.7,6.80365798082272,48.7,6.52003825254086,48.7,7.3703174379421
48.83,6.99672247888641,48.83,6.97346912693085,48.83,6.90169330612417,48.83,6.57895445376568,48.83,7.44851713807503
48.94,7.07511729130685,48.94,7.03273344643156,48.94,6.94090731763546,48.94,6.57895445376568,48.94,7.50716706143635
49.04,7.17311051030918,49.04,7.05248841728063,49.04,6.96051461991434,49.04,6.67714752942725,49.04,7.58536676156928
49.16,7.17192585126536,49.16,7.11057821114356,49.16,6.99857260687873,49.16,6.71531576074252,49.16,7.62320711340895
49.23,7.21111678391552,49.23,7.13032991940454,49.23,7.03778014208754,49.23,6.69568027039212,49.23,7.66230080250127
49.34,7.26870244010103,49.34,7.16864941364513,49.34,7.0562188521031,49.34,6.81236813105258,49.34,7.71966611545156
49.44,7.3274788355177,49.44,7.24764260779599,49.44,7.0562188521031,49.44,6.83200037908291,49.44,7.83692663093298
49.55,7.3274788355177,49.55,7.22789416104562,49.55,7.13462156704399,49.55,6.91052877835363,49.55,7.79783999005605
49.7,7.46585695671874,49.7,7.22908786776091,49.7,7.15540334066249,49.7,6.87239909059722,49.7,7.91640770628157
49.77,7.48421668042965,49.77,7.34638424869721,49.77,7.19342286218638,49.77,6.89089653032329,49.77,7.99327438014196
49.87,7.58092573295725,49.87,7.34517137363551,49.87,7.27062501157053,49.87,6.94864587582185,49.87,8.0310348924039
49.95,7.61884586690636,49.95,7.48215179505588,49.95,7.24983048647844,49.95,7.0260019224397,49.95,8.0883203993595
50.06,7.67633571750489,50.06,7.42170149928886,50.06,7.28781619129874,50.06,7.10333184223851,50.06,8.18465428494801
50.19,7.65801739169948,50.19,7.52163564897474,50.19,7.32820731739326,50.19,7.08487862958922,50.19,8.22507966324761
50.3,7.73635984863082,50.3,7.54137757593417,50.3,7.42617791154562,50.3,7.14375592939362,50.3,8.22507966324761
50.41,7.79511743214794,50.41,7.54137757593417,50.41,7.44577226743805,50.41,7.14375592939362,50.41,8.28369026835262
50.52,7.81470289821705,50.52,7.5611195028936,50.52,7.46536603067559,50.52,7.18300746259655,50.52,8.34230146611251
50.62,7.9322174725964,50.62,7.69931180629982,50.62,7.52414850569798,50.62,7.2222584031446,50.62,8.42044953224073
50.73,7.9322174725964,50.73,7.65982854503585,50.73,7.6025253366128,50.73,7.28113570294901,50.73,8.51813446673729
50.84,7.95049054339588,50.84,7.73751842046621,50.84,7.60127058742373,50.84,7.3191790520892,50.84,8.57533012634493
50.91,8.02882066295247,50.91,7.81647250262128,50.91,7.67963389017644,50.91,7.33880157958081,50.91,8.55579648241435
51.01,8.08756795634138,51.01,7.77699575782228,51.01,7.69922501214315,51.01,7.4172910969902,51.01,8.67299893855488
51.11,8.14631524973029,51.11,7.77699575782228,51.11,7.71881554155279,51.11,7.45653615197343,51.11,8.73160046290369
51.25,8.18412957018358,51.25,7.87438889008961,51.25,7.65877932720892,51.25,7.49454427936475,51.25,8.74969002529848
51.36,8.24422760289749,51.36,7.89542717733343,51.36,7.75799778548622,51.36,7.47615867946504,51.36,8.84880291904423
51.47,8.2037091648618,51.47,7.95332994351825,51.47,7.75671758783185,51.47,7.51416356881552,51.47,8.94499541578698
51.57,8.31981145691293,51.57,7.97174988471223,51.57,7.81419119220371,51.57,7.55215591736767,51.57,8.92399238922517
51.68,8.34076395777215,51.68,8.03227099694689,51.68,7.8742431451038,51.68,7.6122594236101,51.68,8.94499541578698
51.78,8.339387821168,51.78,8.05067791371364,51.78,7.8925286367473,51.78,7.68946769235505,51.78,9.04115617106901
51.86,8.37853995731661,51.86,8.05067791371364,51.86,7.8925286367473,51.86,7.65023558739822,51.86,9.0997383581717
51.95,8.39811572921014,51.95,8.07041006905438,51.95,7.95128201633576,51.95,7.70908374483347,51.95,9.11926555641875
52.05,8.43726786535874,52.05,8.10987437973586,52.05,7.91211329406397,52.05,7.7875473623856,52.05,9.23642993062413
52.16,8.47642000150735,52.16,8.1296065350766,52.16,7.99045073860755,52.16,7.80716341486402,52.16,9.19737494176849
52.3,8.45544857891554,52.3,8.16772266674965,52.3,7.98913261740356,52.3,7.78626271254027,52.3,9.29347820112817
52.4,8.59245815414431,52.4,8.16772266674965,52.4,8.00871404399484,52.4,7.80587552911429,52.4,9.33252674739245
52.52,8.59245815414431,52.52,8.24663826788474,52.52,8.06745773150484,52.52,7.86471397883634,52.52,9.39109927065695
52.59,8.57288561151041,52.59,8.22690936760097,52.59,8.06745773150484,52.59,7.90393961198437,52.59,9.3715747013929
52.72,8.63018017938636,52.72,8.28472881026792,52.72,8.04654892963649,52.72,7.94185454819221,52.72,9.4481126215485
52.78,8.649750085992,52.78,8.32418010286902,52.78,8.06612712656809,52.78,7.94185454819221,52.78,9.48715472734662
52.93,8.649750085992,52.93,8.34390574916957,52.93,8.08570473133356,52.93,7.98107371166629,52.93,9.46763397053063
53.03,8.70845862147664,53.03,8.36363139547011,53.03,8.14443872996223,53.03,8.00068329340333,53.03,9.50667548416262
53.13,8.72658861732513,53.13,8.34252977526634,53.13,8.1235212734281,53.13,7.96015122357537,53.13,9.52462529832673
53.2,8.76572138401323,53.2,8.40169636336946,53.2,8.06479696048522,53.2,8.0581829634102,53.2,9.5051077606329
53.34,8.72658861732513,53.34,8.42141875676,53.34,8.1235212734281,53.34,8.0581829634102,53.34,9.62221357886436
53.47,8.78528806339153,53.47,8.44114115015054,53.47,8.14309564969674,53.47,8.07778931137717,53.47,9.64173170862667
53.57,8.78383954103978,53.57,8.42003022934751,53.57,8.12218186349019,53.57,8.11566308030194,53.57,9.6401419754513
53.67,8.88165503120302,53.67,8.47918706203627,53.67,8.14175301232663,53.67,8.1352661955652,53.67,9.6401419754513
53.77,8.78383954103978,53.77,8.45946851245393,53.77,8.16132475313394,53.77,8.1352661955652,53.77,9.6401419754513
53.88,8.82151076876024,53.88,8.43835805052965,53.88,8.12084289516452,53.88,8.13392507024447,53.88,9.69708607432216
53.98,8.78239149627535,53.98,8.47778924023244,53.98,8.12084289516452,53.98,8.15352495386987,53.98,9.67757497168857
54.08,8.74471322658031,54.08,8.38059194624109,54.08,8.14175301232663,54.08,8.1352661955652,54.08,9.6596562950845
54.18,8.78239149627535,54.18,8.45807394131769,54.18,8.15997933197451,54.18,8.15352495386987,54.18,9.67757497168857
54.28,8.8005003411658,54.28,8.51581716141263,54.28,8.1781996432757,54.28,8.13258438702867,54.28,9.65647196797223
54.38,8.76283126815962,54.38,8.39892626895358,54.38,8.15997933197451,54.38,8.17312483749527,54.38,9.65806386905498
54.51,8.74327163191717,54.51,8.45807394131769,54.51,8.1012743808229,54.51,8.15352495386987,54.51,9.73610887146262
54.61,8.76138692478264,54.61,8.45667982990491,54.61,8.09993907929318,54.61,8.19137434618725,54.61,9.6759798546667
54.71,8.82005675346953,54.71,8.41725454771594,54.71,8.13906906539658,54.71,8.17177769313439,54.71,9.63696408127775
54.81,8.76138692478264,54.81,8.45667982990491,54.81,8.11950436823274,54.81,8.25016430534582,54.81,9.69548774136117
54.95,8.68172911639138,54.95,8.47499497878214,54.95,8.15728981999956,54.95,8.11165072215413,54.95,9.63537591976139
55.05,8.75994305745818,55.05,8.47499497878214,55.05,8.03991861575248,55.05,8.15083756924434,55.05,9.61587065626787
55.11,8.77949683856398,55.11,8.39615800057225,55.11,8.0203571428301,55.11,8.19002441633454,55.11,9.61587065626787
55.24,8.71939913914311,55.24,8.41448069550052,55.24,7.97991793157033,55.24,8.12990434603772,55.24,9.63378828161347
55.34,8.69984917152956,55.34,8.35536285232086,55.34,7.9994767728945,55.34,8.12990434603772,55.34,9.55578185805032
55.47,8.66074864472173,55.47,8.41448069550052,55.47,7.97991793157033,55.47,8.11031415093611,55.47,9.51677835047838
55.58,8.58254759110608,55.58,8.37506840566028,55.58,7.9994767728945,55.58,8.16908473624095,55.58,9.49727689248277
55.67,8.60209815030034,55.67,8.37506840566028,55.67,7.88212490811095,55.67,8.03195396211036,55.67,9.536279808474
55.77,8.56299762349252,55.77,8.3947745505804,55.77,7.96035968182688,55.77,8.11031415093611,55.77,9.536279808474
55.9,8.56299762349252,55.9,8.27653827264037,55.9,7.90168374943511,55.9,8.0907245474152,55.9,9.47777543448716
55.97,8.52249283027667,55.97,8.37368865798224,55.97,7.91993701697112,55.97,8.08939164386538,55.97,9.41771869454253
56.08,8.48339874507129,56.08,8.33428345258897,56.08,7.9003819893446,56.08,8.05021770842166,56.08,9.47621402173024
56.17,8.52108902648319,56.17,8.35261030320133,56.17,7.87952826014254,56.17,8.10764232944017,56.17,9.43566246490669
56.27,8.48339874507129,56.27,8.2751747572742,56.27,7.82216010438875,56.27,7.97186983753422,56.27,9.41771869454253
56.37,8.4233702078635,56.37,8.21471332340587,56.37,7.82087165765767,56.37,8.02930795520471,56.37,9.39667239784184
56.5,8.44291373503311,56.5,8.21471332340587,56.5,7.80131985108659,56.5,7.97055673098875,56.5,9.29919663879388
56.6,8.36611708093838,56.6,8.19636375500442,56.6,7.78304945765245,56.6,7.99145680525608,56.6,9.35922336735482
56.73,8.38428256213847,56.73,8.25411203807185,56.73,7.7622150551728,56.73,7.99014047239407,56.73,9.26020598034321
56.83,8.38290175143983,56.83,8.15427121308241,56.83,7.80003504873957,56.83,7.91050309978935,56.83,9.25868091348215
56.92,8.34519491641343,56.92,8.17531401735408,56.92,7.70355845268792,56.92,7.91180609815862,56.92,9.24071094681078
57.02,8.30473933470838,57.02,8.15427121308241,57.02,7.66319198626137,57.02,7.93008302465239,57.02,9.1807130306421
57.11,8.32428023453545,57.11,8.11487898700581,57.11,7.66319198626137,57.11,7.91050309978935,57.11,9.20020485353001
57.21,8.30337184922596,57.21,8.03477010291757,57.21,7.62283881358302,57.21,7.87004594661248,57.21,9.1986899177728
57.31,8.18614812103779,57.31,8.07415643373272,57.31,7.62283881358302,57.31,7.77215948681362,57.31,9.12073546456985
57.41,8.22522230297314,57.41,8.01507693750999,57.41,7.58374748710693,57.41,7.79173677877339,57.41,9.14022407787059
57.53,8.16661043887905,57.53,7.99538436329347,57.53,7.58374748710693,57.53,7.77215948681362,57.53,9.04278042017585
57.64,8.16661043887905,57.64,7.97569119788589,57.64,7.54465556943977,57.64,7.73300549408514,57.64,8.98431398908258
57.76,8.18614812103779,57.76,7.99538436329347,57.76,7.54465556943977,57.76,7.71342820212537,57.76,9.00380260238332
57.85,8.12753566575264,57.85,7.97569119788589,57.85,7.56420152827335,57.85,7.71342820212537,57.85,9.06226903347659
57.95,8.14573204508821,57.95,7.93499826435966,57.95,7.50432855573236,57.95,7.71215829297125,57.95,8.9828348461802
58.08,8.10666370508217,58.08,7.8759290858517,58.08,7.46524366510192,58.08,7.71215829297125,58.08,9.04129165158511
58.17,8.06626736583908,58.17,7.93369209180586,58.17,7.44447529445806,58.17,7.67174710837267,58.17,9.0008383875348
58.27,8.06759536507613,58.27,7.9153083411591,58.27,7.44570092423983,58.27,7.59471387999295,58.27,8.92437804077529
58.37,8.12485993384622,58.37,7.83525927249758,58.37,7.46401481840807,58.37,7.59346372132958,58.37,8.90342681005658
58.49,7.98814354783194,58.49,7.83525927249758,58.49,7.42493636150448,58.49,7.57389287456881,58.49,8.88394461276023
58.59,8.00767479783194,58.59,7.81557259043664,58.59,7.44447529445806,58.59,7.53475177204369,58.59,8.86446241546387
58.68,7.9295509798248,58.68,7.75651313525024,58.68,7.34677885670086,58.68,7.47603923176138,58.68,8.78653303528201
58.81,7.94908163882837,58.81,7.7958859083757,58.81,7.36631838065087,58.81,7.49561007852215,58.81,8.80601523257837
58.9,7.90871847415882,58.9,7.71586966912521,58.9,7.30649768412909,58.9,7.47480881055799,58.9,8.70717037602591
59,7.8501349585323,59,7.69618622713702,59,7.28696137603227,59,7.43567355905316,59,8.72664936690402
59.13,7.86966299404086,59.13,7.67650278514884,59.13,7.22835304264095,59.13,7.41610593330074,59.13,8.76560734866023
59.19,7.82931894925055,59.19,7.67523957916148,59.19,7.30529536428639,59.19,7.41488557688585,59.19,8.7057375686578
59.26,7.86707343728073,59.26,7.63462344946153,59.26,7.28456356050873,59.26,7.3941044351207,59.26,8.68483206085139
59.38,7.80850919888871,59.38,7.5952695193792,59.38,7.18691534409297,59.38,7.37454324820532,59.38,8.68483206085139
59.5,7.7902698959024,59.5,7.59651935803633,59.5,7.16856489277616,59.5,7.39532117108172,59.5,8.7057375686578
59.63,7.74994555120142,59.63,7.61494648442037,59.63,7.16738546452793,59.63,7.33542146507928,59.63,8.58746856411231
59.72,7.76946716090033,59.72,7.55591558929686,59.72,7.16738546452793,59.72,7.31586027816389,59.72,8.60694173602391
59.85,7.76818907780099,59.85,7.55467263558913,59.85,7.14668034803549,59.85,7.3342147828182,59.85,8.58605591917661
59.95,7.7291528716492,59.95,7.55467263558913,59.95,7.10762760487225,59.95,7.31465681373255,59.95,8.52764778531807
60.04,7.71090292250831,60.04,7.49688528487808,60.04,7.14785617566761,60.04,7.25717671741775,60.04,8.5095776485801
60.13,7.67059826711775,60.13,7.49565204169912,60.13,7.12715368115009,60.13,7.21686696830428,60.13,8.52764778531807
60.23,7.69011666549742,60.23,7.43663085720156,60.23,7.10762760487225,60.23,7.25598290647558,60.23,8.52764778531807
60.35,7.64856407044271,60.35,7.41451833213475,60.35,7.06624946456598,60.35,7.13628783330673,60.35,8.46645358508783
60.44,7.59127767462479,60.44,7.43540772712637,60.44,7.06741167664897,60.44,7.21567998360554,60.44,8.4873122696537
60.57,7.69011666549742,60.57,7.41695771964326,60.57,7.06857427110145,60.57,7.17775162074052,60.57,8.41083033638587
60.69,7.63156265157352,60.69,7.37761026331156,60.69,6.99046878477497,60.69,7.11907771348356,60.69,8.39136095843302
60.78,7.55100594713403,60.78,7.37518381691678,60.78,7.0272095655873,60.78,7.1558393699079,60.78,8.38860109625298
60.89,7.64856407044271,60.89,7.37518381691678,60.89,6.96864942191264,60.89,7.0971847601044,60.89,8.38860109625298
60.98,7.53273270078488,60.98,7.35672634821558,60.98,7.00884190137172,60.98,7.09835206022942,60.98,8.40944697613318
61.07,7.59002931454017,61.07,7.29651537689416,61.07,6.96864942191264,61.07,7.05808168690207,61.07,8.27182265820734
61.18,7.54976441376555,61.18,7.29531568676313,61.18,6.9479866041852,61.18,6.99827682442284,61.18,8.30938215746622
61.28,7.5119825797279,61.28,7.27684811928518,61.28,6.92960952293396,61.28,7.01897861369973,61.28,8.3302115820235
61.4,7.47173051136611,61.4,7.31497912037328,61.4,6.9479866041852,61.4,7.01782455605197,61.4,8.23154246910634
61.53,7.47173051136611,61.53,7.21665959105763,61.53,6.88943667926209,61.53,7.01782455605197,61.53,8.19262292008452
61.62,7.45222233092436,61.62,7.23632361498401,61.62,6.92847015931624,61.62,7.05692119994269,61.62,8.21208269459543
61.71,7.49123928212408,61.71,7.23632361498401,61.71,6.85040260889172,61.71,6.95918018053212,61.71,8.21208269459543
61.84,7.39369660896667,61.84,7.25598763891038,61.84,6.85040260889172,61.84,6.90053521469603,61.84,8.19262292008452
61.94,7.41320537972465,61.94,7.17733213352111,61.94,6.81136912883757,61.94,6.92008353664139,61.94,8.13424300623555
62.02,7.41198670384437,62.02,7.19581243453761,62.02,6.86879028033466,62.02,6.89940081798146,62.02,8.17181894806434
62.14,7.41198670384437,62.14,7.15649144214288,62.14,6.81024939036496,62.14,6.87985570963498,62.14,8.17181894806434
62.25,7.37297616674151,62.25,7.17615223344984,62.25,6.81024939036496,62.25,6.93849103467444,62.25,8.15236237259576
62.33,7.39126607096241,62.33,7.09634248224761,62.33,6.828640639314,62.33,6.85918300257033,62.33,8.11211565012315
62.45,7.27425428574105,62.45,7.09634248224761,62.45,6.78961940065643,62.45,6.85918300257033,62.45,8.11211565012315
62.56,7.31205656066479,62.56,7.0755219504477,62.56,6.71047513265654,62.56,6.83851709015056,62.56,8.0524313852621
62.68,7.31205656066479,62.68,7.03621388196173,62.68,6.72998254563869,62.68,6.79944031154086,62.68,8.03298120472383
62.77,7.33035046419519,62.77,7.0547088506831,62.77,6.72887673187831,62.77,6.79832308506837,62.77,8.05110827790336
62.86,7.23287249051131,62.86,6.97610445139278,62.86,6.70937252418913,62.86,6.77878761118212,62.86,8.01221430860485
62.95,7.29135915673599,62.95,7.03505775086052,62.95,6.70937252418913,62.95,6.75925213729588,62.95,7.91497820550208
63.06,7.21337713174584,63.06,7.01540665103794,63.06,6.68986831649996,63.06,6.75925213729588,63.06,7.99276673402735
63.16,7.2547519281227,63.16,7.03737039311919,63.16,6.67255745505025,63.16,6.68330653045627,63.16,7.95648745005584
63.28,7.25355969280173,63.28,6.99690522345057,63.28,6.69096771967441,63.28,6.72128557427105,63.28,7.97463007308383
63.4,7.19506341496387,63.4,6.99690522345057,63.4,6.65195348373532,63.4,6.72128557427105,63.4,7.91627894144382
63.5,7.21337713174584,63.5,6.9564533515702,63.5,6.65086049104985,63.5,6.72018118952339,63.5,7.89553122085283
63.59,7.19388118305211,63.59,6.97610445139278,63.59,6.65086049104985,63.59,6.70064571563714,63.59,7.97331974937809
63.7,7.13656713712601,63.7,6.9575965649394,63.7,6.63244607075318,63.7,6.58451537407409,63.7,7.79957726818901
63.8,7.09640320936823,63.8,6.87784954220813,63.8,6.55334063246047,63.8,6.56389798836167,63.8,7.83718967697681
63.92,7.15488987559291,63.92,6.91715174185329,63.92,6.63135628336068,63.92,6.64203929397841,63.92,7.83718967697681
64.01,7.11589856813371,64.01,6.91715174185329,64.01,6.63135628336068,64.01,6.58343346224792,64.01,7.77884872302905
64.11,7.13422228181563,64.11,6.87671961785423,64.11,6.63026685403862,64.11,6.56281964139463,64.11,7.75812698862813
64.22,7.11356088792079,64.22,6.8363007764189,64.22,6.53168996076841,64.22,6.56174164868087,64.22,7.75685265765102
64.31,7.13305043190075,64.31,6.8363007764189,64.31,6.57068497155838,64.31,6.56174164868087,64.31,7.77629325367194
64.44,7.09407193367528,64.44,6.89523470883688,64.44,6.55118776103062,64.44,6.56174164868087,64.44,7.81517444571378
64.52,7.0550934354498,64.52,6.87559006469755,64.52,6.53168996076841,64.52,6.52268353630515,64.52,7.69853027985381
64.64,7.01611493722433,64.64,6.79701207787469,64.64,6.53168996076841,64.64,6.48362542392943,64.64,7.71797087587473
64.74,6.95650482627333,64.74,6.79589580064068,64.74,6.49162865092277,64.74,6.50208646328692,64.74,7.67782854248229
64.82,6.97713643899885,64.82,6.77736743373536,64.82,6.47319714971623,64.82,6.44456790128815,64.82,7.67908968383289
64.94,7.07458238969532,64.94,6.77736743373536,64.94,6.51219275024065,64.94,6.48362542392943,64.94,7.67908968383289
65.04,6.99662598297881,65.04,6.71843409105183,65.04,6.53168996076841,65.04,6.44456790128815,65.04,7.6402079020566
65.16,7.03560448120429,65.16,6.79701207787469,65.16,6.45369993918847,65.16,6.40550978891243,65.16,7.65964849807752
65.25,6.95650482627333,65.25,6.75661296486462,65.25,6.4721340527956,65.25,6.44350950616559,65.25,7.63895314628356
65.36,6.95650482627333,65.36,6.73697154697659,65.36,6.43314544617886,65.36,6.38493195940667,65.36,7.60007833972243
65.45,7.01496267660071,65.45,6.71733071872615,65.45,6.39415683956212,65.45,6.42398365724595,65.45,7.65839054956412
65.57,6.91866898652786,65.57,6.73807814545671,65.57,6.39520712813629,65.57,6.38598073272457,65.57,7.6402079020566
65.7,6.8785606327451,65.7,6.67804788295009,65.7,6.41365084805169,65.7,6.34588026156739,65.7,7.54176554024313
65.78,6.8785606327451,65.78,6.67804788295009,65.78,6.39415683956212,65.78,6.26777686588883,65.78,7.502890733682
65.87,6.91639684564559,65.87,6.65731313066714,65.87,6.37361549886657,65.87,6.32531560239937,65.87,7.48222393078999
66,6.87743114824055,66,6.63767493797088,66,6.37361549886657,66,6.26674767428523,66,7.48222393078999
66.09,6.83846545083551,66.09,6.63767493797088,66.09,6.37361549886657,66.09,6.32531560239937,66.09,7.54052715509695
66.2,6.83846545083551,66.2,6.63767493797088,66.2,6.29565108977319,66.2,6.30579295969465,66.2,7.44335550761253
66.29,6.81786337910713,66.29,6.63658518670869,66.29,6.3335932954208,66.29,6.32427713324776,66.29,7.48099552429996
66.38,6.83734273445875,66.38,6.63658518670869,66.38,6.29461749084202,66.38,6.20716109743643,66.38,7.40327085107638
66.5,6.85682267925435,66.5,6.57768087046221,66.5,6.3335932954208,66.5,6.20716109743643,66.5,7.44213348241016
66.62,6.79615189535394,66.62,6.57552177613414,66.62,6.29255131080236,66.62,6.20512362456676,66.62,7.4008407605295
66.71,6.77890407895992,66.71,6.55804590189872,66.71,6.37256909999958,66.71,6.2657188206201,66.71,7.38383983013149
66.8,6.7594247236083,66.8,6.57768087046221,66.8,6.27512929383064,66.8,6.18764165989388,66.8,7.34497778824169
66.89,6.7972674816795,66.89,6.53733765511242,66.89,6.31306863992314,66.89,6.10856102661307,66.89,7.34377211230797
67.01,6.7972674816795,67.01,6.55696940060162,67.01,6.29358423124077,67.01,6.14759349347837,67.01,7.36319994365652
67.15,6.6998855138791,67.15,6.49807416413401,67.15,6.19616041978722,67.15,6.12807726004572,67.15,7.32434369161219
67.24,6.75831516603712,67.24,6.49807416413401,67.24,6.27409923321117,67.24,6.12807726004572,67.24,7.28548802891509
67.39,6.71936226104752,67.39,6.49807416413401,67.39,6.25461423518157,67.39,6.08904479318042,67.39,7.30491586026364
67.48,6.71825946074208,67.48,6.51663620571551,67.48,6.23410649975924,67.48,6.10755847269438,67.48,7.26486767168478
67.57,6.75831516603712,67.57,6.43917951701363,67.57,6.21564482846959,67.57,6.10856102661307,67.57,7.26606019756654
67.63,6.69878591015123,67.63,6.45775122454739,67.63,6.25358771060661,67.63,6.04901997082145,67.63,7.22601779683593
67.76,6.65983939822005,67.76,6.45775122454739,67.76,6.19514348881401,67.76,6.04901997082145,67.76,7.22601779683593
67.84,6.64036643687971,67.84,6.45775122454739,67.84,6.21462469966138,67.84,6.04901997082145,67.84,7.20659315403676
67.95,6.65983939822005,67.95,6.43812270107452,67.95,6.19514348881401,67.95,6.0880454423199,67.95,7.20659315403676
68.1,6.6782169013956,68.1,6.39781562694562,68.1,6.19412689158906,68.1,6.02851752348923,68.1,7.20541058213751
68.19,6.61980701451615,68.19,6.41744092945961,68.19,6.21360490565093,68.19,6.04802735185676,68.19,7.166567671545
68.28,6.65765405305247,68.28,6.45563219215214,68.28,6.13468499485777,68.28,6.00802180378535,68.28,7.16539186060627
68.4,6.61980701451615,68.4,6.37819032443164,68.4,6.13569167109585,68.4,5.95047821001914,68.4,7.06945921675612
68.49,6.60033665945379,68.49,6.31931500604349,68.49,6.11621306788017,68.49,5.96998803838666,68.49,7.08888126120618
68.6,6.60033665945379,68.6,6.37819032443164,68.6,6.0967344646645,68.6,5.93096838165161,68.6,7.06945921675612
68.67,6.59925374941943,68.67,6.29865612031318,68.67,6.09573418009277,68.67,5.94950192155154,68.67,7.10713646503131
68.81,6.61872091000187,68.81,6.31827820292519,68.81,6.07625936176742,68.81,5.92999529414027,68.81,7.08771819619203
68.89,6.57870781648043,68.89,6.33686060373183,68.89,6.07526260006109,68.89,5.90951909837816,68.89,7.06713984037266
69.05,6.6176351618211,69.05,6.27800401243251,69.05,6.05579038746327,69.05,5.92902252588335,69.05,7.02830967351723
69.13,6.57870781648043,69.13,6.33686060373183,69.13,6.07526260006109,69.13,5.90951909837816,69.13,7.04772475694495
69.25,6.52031650398918,69.25,6.31724173996539,69.25,6.07526260006109,69.25,5.87051283232827,69.25,7.00889459008951
69.34,6.52031650398918,69.34,6.27800401243251,69.34,6.03631817486545,69.34,5.85100940482308,69.34,7.02830967351723
69.43,6.55924384932984,69.43,6.21914801009371,69.43,6.03631817486545,69.43,5.85100940482308,69.43,6.93123366741812
69.54,6.52031650398918,69.54,6.31724173996539,69.54,6.01684655122814,69.54,5.90951909837816,69.54,6.98947950666179
69.63,6.5008531257991,69.63,6.25838514866607,69.63,6.05579038746327,69.63,5.81200254981268,69.63,6.95064875084584
69.75,6.44140574122157,69.75,6.19851233000017,69.75,6.01585969760321,69.75,5.83054952234374,69.75,6.94950873956967
69.86,6.46086592712393,69.86,6.27697432504323,69.86,6.01585969760321,69.86,5.79154906504615,69.86,6.89127245352253
69.96,6.49872099948694,69.96,6.23672070564963,69.96,5.99540734147105,69.96,5.7516052576981,69.96,6.87073365046761
70.07,6.46086592712393,70.07,6.17889668402342,70.07,5.99639067874208,70.07,5.79154906504615,70.07,6.91068494144752
70.16,6.40143484864402,70.16,6.19749584716481,70.16,5.95647627789457,70.16,5.73210822685656,70.16,6.85132493472878
70.28,6.42089184330566,70.28,6.21710827640722,70.28,5.97594210406648,70.28,5.77110228853964,70.28,6.81250691448377
70.37,6.42089184330566,70.37,6.1778834179224,70.37,5.93701045172266,70.37,5.7516052576981,70.37,6.89014236620643
70.47,6.40248478055294,70.47,6.17889668402342,70.47,5.9379842110226,70.47,5.69404851066611,70.47,6.87186055446145
70.57,6.3809308678933,70.57,6.13765205696842,70.57,5.93603701174041,70.57,5.6726874693326,70.57,6.75317332657746
70.68,6.3809308678933,70.68,6.11804343207632,70.68,5.93603701174041,70.68,5.71167454882762,70.68,6.75317332657746
70.81,6.38197726521503,70.81,6.11904671896252,70.81,5.89807938814618,70.81,5.73210822685656,70.81,6.73487146276111
70.92,6.30311506135287,70.92,6.13765205696842,70.92,5.89711233135193,70.92,5.65319363524969,70.92,6.83079604909014
71.01,6.32256886582028,71.01,6.11804343207632,71.01,5.89711233135193,71.01,5.6726874693326,71.01,6.69495613752526
71.13,6.36252027055339,71.13,6.11904671896252,71.13,5.89807938814618,71.13,5.6736177230993,71.13,6.73487146276111
71.22,6.28366066821465,71.22,6.07882500495049,71.22,5.87764969682228,71.22,5.63369980116678,71.22,6.75317332657746
71.29,6.26420686374725,71.29,6.07882500495049,71.29,5.89711233135193,71.29,5.59471213300095,71.29,6.69495613752526
71.39,6.28366066821465,71.39,6.05921579138757,71.39,5.85818765096345,71.39,5.59471213300095,71.39,6.71436167098572
71.53,6.30311506135287,71.53,6.01999795293256,71.53,5.83872501643381,71.53,5.57521829891804,71.53,6.67555060406479
71.65,6.32153237912096,71.65,6.03861647838567,71.65,5.77939010517117,71.65,5.55481369033269,71.65,6.67445625150675
71.74,6.24372874069582,71.74,6.11704047413663,71.74,5.85722729233215,71.74,5.55481369033269,71.74,6.67445625150675
71.83,6.22427812537669,71.83,6.05822247732341,71.83,5.87668614769166,71.83,5.51583300216219,71.83,6.57744390180509
71.94,6.26317994458926,71.94,6.05822247732341,71.94,5.83776784839833,71.94,5.53532305196028,71.94,6.69385860373222
72.04,6.2416822874868,72.04,6.0366372530568,72.04,5.8164019759975,72.04,5.53350878678429,72.04,6.65287262956667
72.11,6.20279380716996,72.11,6.0366372530568,72.11,5.85530751937498,72.11,5.49454087497831,72.11,6.59468406253464
72.23,6.20381049194412,72.23,5.97881893589497,72.23,5.81735532823091,72.23,5.51492891545474,72.23,6.59576498108284
72.32,6.20381049194412,72.32,5.99842172126134,72.32,5.81735532823091,72.32,5.5344157706864,72.32,6.67336225769401
72.47,6.20381049194412,72.47,6.03762670351624,72.47,5.83681099413699,72.47,5.49544147174523,72.47,6.55696604853833
72.58,6.22325791916043,72.58,6.01802450662771,72.58,5.79789907384698,72.58,5.47595402803572,72.58,6.59576498108284
72.67,6.16592569084499,72.67,5.96019307120902,72.67,5.75993124981166,72.67,5.49634236378978,72.67,6.59684625403056
72.76,6.1628947589963,72.76,5.95726326960102,72.76,5.71820013237071,72.76,5.47415951581943,72.76,6.51603165082445
