X,C5: Sample 53,X,C6: Sample 54,X,C12: Sample 60,X,D1: Sample 73,X,D3: Sample 75,X,D9: Sample 81,X,D10: Sample 82,X,E5: Sample 101,X,G5: Sample 149,X,H5: Sample 173,X,H6: Sample 174,X,H7: Sample 175,X,H8: Sample 176,X,H11: Sample 179
26.81,67.5187093888583,26.81,83.7896077630107,26.81,42.28284865076,26.81,21.5790537646616,26.81,161.911543988765,26.81,14.1531458312967,26.81,30.8589058873202,26.81,77.4544552641361,26.81,169.011389377988,26.81,69.1237718735128,26.81,19.2122456072759,26.81,21.3901376704441,26.81,96.2643788401672,26.81,85.1991733291768
26.87,67.4112922797294,26.87,83.7896077630107,26.87,42.2217026732073,26.87,21.548160707682,26.87,161.496513584757,26.87,14.0463873596264,26.87,30.6607004147883,26.87,77.0875201954526,26.87,168.599467150751,26.87,68.9712862012013,26.87,19.1513512440332,26.87,21.2989219327351,26.87,96.066957812249,26.87,84.7442916587097
26.95,67.2775982076323,26.95,83.4848900388576,26.95,42.138421577948,26.95,21.5137706138666,26.95,161.224361176366,26.95,14.0441045077884,26.95,30.5490095412504,26.95,76.9832710425714,26.95,168.38902411108,26.95,68.8990924699116,26.95,19.133016679945,26.95,21.173859781075,26.95,95.9298792196616,26.95,84.776001811518
27.01,67.2973454427844,27.01,83.3487759515293,27.01,42.116289954967,27.01,21.55659923902,27.01,161.382565814643,27.01,14.0418223978586,27.01,30.4221132042722,27.01,76.9707615737637,27.01,168.056626590964,27.01,68.8116748904194,27.01,18.9625034912716,27.01,21.1248251434576,27.01,95.8839295471212,27.01,84.4590701638709
27.13,67.0825810439019,27.13,83.1496287640157,27.13,41.8870661341895,27.13,21.4793916965523,27.13,160.890819703939,27.13,13.9198522359976,27.13,30.3459062434424,27.13,76.7567813645568,27.13,168.026117173775,27.13,68.7507004441366,27.13,19.0690330693911,27.13,21.0792330215419,27.13,95.641030494124,27.13,84.3074922179976
27.26,67.0627989047358,27.26,83.1631424368199,27.26,41.8021678087271,27.26,21.4519926917271,27.26,160.855495353149,27.26,13.8763679319353,27.26,30.3508381313415,27.26,76.7081089180065,27.26,167.870383314069,27.26,68.7618739693185,27.26,18.9351430885667,27.26,20.9610564172744,27.26,95.4895517475509,27.26,84.1695914888108
27.37,67.0212219007972,27.37,83.0117667394489,27.37,41.7495296223182,27.37,21.4021823045806,27.37,160.491282462257,27.37,13.8741130785177,27.37,30.2849391951754,27.37,76.4663870500775,27.37,167.55332477957,27.37,68.3695916598297,27.37,18.8559720636482,27.37,20.9120582088431,27.37,95.5803075803787,27.37,84.0043363262509
27.43,66.8371444714829,27.43,82.8432621334088,27.43,41.596716207805,27.43,21.3867407960871,27.43,160.137849655084,27.43,13.8893594643444,27.43,30.1020398998784,27.43,76.405249847447,27.43,167.385552577095,27.43,68.3086172135469,27.43,18.9016289182022,27.43,20.8512668634515,27.43,95.4133121695632,27.43,83.6102366261866
27.56,66.7144187872576,27.56,82.8738973168663,27.56,41.3522080863698,27.56,21.3095332536194,27.56,160.1532079359,27.56,13.7978820741366,27.56,30.0563164631822,27.56,76.3593969454741,27.56,167.278799208997,27.56,68.2628900778428,27.56,18.7798779225595,27.56,20.7296841726684,27.56,95.2615048851998,27.56,83.5041268854642
27.68,66.6332076981608,27.68,82.6422300798367,27.68,41.3589287442743,27.68,21.2821066430015,27.68,159.67204960379,27.68,13.7696268109024,27.68,29.8782722657509,27.68,76.2800863456793,27.68,167.153443470636,27.68,68.0605316777458,27.68,18.8133723056665,27.68,20.6570521403606,27.68,95.3073533998235,27.68,83.517698172135
27.82,66.5149978731592,27.82,82.3683834987459,27.82,41.1535454688917,27.82,21.2323238616478,27.82,159.646103544381,27.82,13.7978820741366,27.82,29.8886589299519,27.82,76.0384340296796,27.82,166.973764221235,27.82,67.7445924884075,27.82,18.7494406360248,27.82,20.6992894247246,27.82,95.3222277989452,27.82,83.1403442541777
27.87,66.576357016264,27.87,82.3836973914667,27.87,41.031293257678,27.87,21.2014408446607,27.87,159.615372186718,27.87,13.7521429166567,27.87,29.7972102070554,27.87,75.977296827049,27.87,166.683983942068,27.87,67.6836106441089,27.87,18.6733483444401,27.87,20.653695453305,27.87,95.0641480175117,27.87,83.0342419114712
27.99,66.3508108801569,27.99,82.2171541226172,27.99,40.9023908751011,27.99,21.2288742558214,27.99,159.113143913357,27.99,13.7803964298716,27.99,29.7314119251315,27.99,76.0107982830871,27.99,166.550166848451,27.99,67.6421318493313,27.99,18.6094479621719,27.99,20.4376074904989,27.99,95.0031682033104,27.99,82.8085737712058
28.12,66.2894617060438,28.12,82.1405749087766,28.12,40.8565565180487,28.12,21.1362384083051,28.12,158.974867875152,28.12,13.6889329773513,28.12,29.5790227660912,28.12,75.9038255611164,28.12,166.504410157944,28.12,67.4744756664944,28.12,18.6550973988779,28.12,20.4072176807758,28.12,95.0487029894016,28.12,82.67217652372
28.18,66.1866846248699,28.18,81.9281492481419,28.18,40.8499196505182,28.18,21.1328049712667,28.18,158.856864586031,28.18,13.5952616335703,28.18,29.57421785661,28.18,75.7387021550033,28.18,166.248675534586,28.18,67.3416056274243,28.18,18.5151427912873,28.18,20.3583235095936,28.18,94.8663218228734,28.18,82.4769110759151
28.29,66.0593986047124,28.29,81.7883016489332,28.29,40.7190423516708,28.29,21.0127264105546,28.29,158.713671584305,28.29,13.6127143581862,28.29,29.3961531863581,28.29,75.6440346649018,28.29,166.138430602027,28.29,67.3068194836574,28.29,18.5181509379633,28.29,20.3160445531993,28.29,94.8361999241619,28.29,82.338757742393
28.41,66.0640062081491,28.41,81.7750156999974,28.41,40.6513215758007,28.41,20.9784400536753,28.41,158.472825230866,28.41,13.4885725306275,28.41,29.3151957805535,28.41,75.7234228200054,28.41,165.821771210569,28.41,67.1739692835727,28.41,18.4086459742641,28.41,20.1912030096994,28.41,94.6993880621896,28.41,81.97687154193
28.53,65.9980494305992,28.53,81.6045056182648,28.53,40.6426480581766,28.53,20.9972874108358,28.53,158.298828676063,28.53,13.5212518302676,28.53,29.3504353291239,28.53,75.4300966177743,28.53,165.848712196956,28.53,67.0477090943175,28.53,18.396421572352,28.53,20.1337019964533,28.53,94.6388751209527,28.53,81.9750342147022
28.64,65.803303479199,28.64,81.4993664386025,28.64,40.4679991382751,28.64,21.055622512471,28.64,158.073417793356,28.64,13.5190553955973,28.64,29.1780663374116,28.64,75.5553501350285,28.64,165.74553723905,28.64,66.7168021140518,28.64,18.4086459742641,28.64,20.0696598194656,28.64,94.6235016844483,28.64,81.7344211841197
28.72,65.6606215761628,28.72,81.4513471905836,28.72,40.3676197254208,28.72,20.9200905630384,28.72,157.899356347011,28.72,13.4907640127609,28.72,29.0151765903505,28.72,75.3536875306524,28.72,165.482732641039,28.72,66.6361873554958,28.72,18.3051245481434,28.72,20.0729205278035,28.72,94.1986981252568,28.72,81.5203742574782
28.83,65.6806250624781,28.83,81.1930919467012,28.83,40.2541254263659,28.83,20.8703827624583,28.83,157.566478153101,28.83,13.4276068006879,28.83,29.056173704497,28.83,75.1122568157016,28.83,165.227149190965,28.83,66.5186884519396,28.83,18.3173637806313,28.83,19.9329260415815,28.83,94.1682203960621,28.83,81.3707567408225
28.89,65.5379158311226,28.89,81.1297041369137,28.89,40.1537112655487,28.89,20.8274565647256,28.89,157.346252194191,28.89,13.4297883777474,28.89,28.9694587331163,28.89,75.1244602692866,28.89,165.391234053653,28.89,66.3770843629698,28.89,18.1986104286318,28.89,19.8753830661959,28.89,94.0924502910439,28.89,81.1869554761513
29.02,65.4352608334242,29.02,80.9174500809187,29.02,40.0860823238382,29.02,20.9012557459766,29.02,156.967359601223,29.02,13.3818834276848,29.02,28.9495160329065,29.02,75.05113947571,29.02,165.074681247927,29.02,66.2748625102426,29.02,18.2260815869985,29.02,19.8265752879011,29.02,93.8646970719339,29.02,81.2192280405457
29.12,65.3739216250638,29.12,80.8868248504122,29.12,40.0402517144568,29.12,20.8858192542175,29.12,156.829106025012,29.12,13.351400562715,29.12,28.842860210219,29.12,74.9136254607289,29.12,164.998447276408,29.12,66.1377108802639,29.12,18.2412962103889,29.12,19.7961904147942,29.12,93.8798728683597,29.12,80.9313242495808
29.23,65.3279135209874,29.23,80.718367593596,29.23,39.9027635841187,29.23,20.8395097789401,29.23,156.50650941678,29.23,13.351400562715,29.23,28.7514411977588,29.23,74.638604826379,29.23,165.013697028957,29.23,65.9091272955034,29.23,18.150012167853,29.23,19.689841510017,29.23,93.6218769335089,29.23,80.7191811109483
29.3,65.2052351042665,29.3,80.6571171325832,29.3,39.7499961187827,29.3,20.7623254712413,29.3,156.168544726202,29.3,13.2294700272873,29.3,28.6295485648442,29.3,74.623325491381,29.3,164.84597933337,29.3,65.7719756655246,29.3,18.1195847699754,29.3,19.6138774783466,29.3,93.4094083879354,29.3,80.4615845391613
29.41,64.9752019794966,29.41,80.4733509583199,29.41,39.7347167837848,29.41,20.8549462706992,29.41,155.861316200315,29.41,13.3056762652603,29.41,28.5838381341625,29.41,74.4858114763999,29.41,164.693511390332,29.41,65.5586270420883,29.41,17.997875178465,29.41,19.5379134466762,29.41,93.1969472379743,29.41,80.4464309295724
29.53,64.7959897943402,29.53,80.2612379786988,29.53,39.4991510683635,29.53,20.7743873061931,29.53,155.452009940549,29.53,13.2730382106727,29.53,28.6096643107718,29.53,74.2903914915954,29.53,164.758231269164,29.53,65.4413222361797,29.53,17.9797417181886,29.53,19.5347401620495,29.53,92.8479824071224,29.53,80.1152057534529
29.65,64.7806611800846,29.65,80.2765444097211,29.65,39.4075047369189,29.65,20.6663494138941,29.65,155.375211586638,29.65,13.1968434255687,29.65,28.47255713975,29.65,74.1376303522286,29.65,164.392370595676,29.65,65.3194327632467,29.65,17.9188949576694,29.65,19.4435984991641,29.65,92.8631557387445,29.65,79.9788528123655
29.76,64.6628289753848,29.76,80.1257357959514,29.76,39.4469210614748,29.76,20.6321285925561,29.76,154.766419267373,29.76,13.2251733497858,29.76,28.2851548275463,29.76,73.9117498978909,29.76,164.228501230419,29.76,65.1107761967112,29.76,17.8703597520774,29.76,19.3796891880178,29.76,92.6356835083289,29.76,79.8446829048536
29.83,64.5046721793717,29.83,80.0315675692533,29.83,39.468604756019,29.83,20.6200456114489,29.83,154.745488746676,29.83,13.2425602966311,29.83,28.2897488107894,29.83,73.8932006981838,29.83,164.422865147142,29.83,64.8166202013703,29.83,17.8580500457531,29.83,19.2309333866961,29.83,92.453468390537,29.83,79.7364492269682
29.93,64.4740075564493,29.93,79.8784588925638,29.93,39.3464084150244,29.93,20.5891776422207,29.93,154.284698623206,29.93,13.1358885217869,29.93,28.228811468734,29.93,73.7251553110281,29.93,163.889314018232,29.93,64.8166202013703,29.93,17.9036846539917,29.93,19.215743417649,29.93,92.4382950589149,29.93,79.5091893955484
30.05,64.2489127012562,30.05,79.6817809082089,30.05,39.1567597352374,30.05,20.5704026794224,30.05,154.029301409995,30.05,13.1185188974123,30.05,28.0414487384841,30.05,73.6520929575188,30.05,163.801735556719,30.05,64.5928152734594,30.05,17.7486896895022,30.05,19.1366836056353,30.05,92.2260552961978,30.05,79.3750957568603
30.16,64.1416002531624,30.16,79.6205429469578,30.16,38.9734968373147,30.16,20.5395397228556,30.16,153.798943762203,30.16,13.0728094503303,30.16,28.0414487384841,30.16,73.3466055062454,30.16,163.5273883074,30.16,64.3643059282522,30.16,17.7943150388166,30.16,19.0911210986088,30.16,92.0895174876277,30.16,79.2690623341555
30.28,64.1520179241472,30.28,79.510986237451,30.28,38.9187304645574,30.28,20.51200771915,30.28,153.455297105309,30.28,13.0901716507246,30.28,27.9241303042655,30.28,73.2515802507276,30.28,163.233829049923,30.28,64.3442874021382,30.28,17.7211499182427,30.28,19.018270122831,30.28,91.8313470052091,30.28,79.0849794238975
30.33,63.8349964271276,30.33,79.3909172269892,30.33,38.8665947123949,30.33,20.462380483136,30.33,153.368954648794,30.33,13.0118644450389,30.33,27.8434363859319,30.33,73.2091361531724,30.33,163.1006226337,30.33,63.9986821040684,30.33,17.687852809912,30.33,18.939242378582,30.33,91.6343766726399,30.33,78.7994751861622
30.45,63.926975356975,30.45,79.2684486976972,30.45,38.7902376359972,30.45,20.4469490048526,30.45,152.938950748964,30.45,13.0118644450389,30.45,27.7672789262134,30.45,73.010576703055,30.45,162.765310971912,30.45,63.9225172511396,30.45,17.7030624918852,30.45,18.9240548762398,30.45,91.406806265146,30.45,78.6328470115059
30.56,63.7583436223163,30.56,78.9928889618825,30.56,38.759692587475,30.56,20.4006545700024,30.56,152.831453470612,30.56,13.0118644450389,30.56,27.736815203005,30.56,72.8425586048546,30.56,162.673856959999,30.56,63.9682146842548,30.56,17.6118099449538,30.56,18.8784905209107,30.56,91.3612936622893,30.56,78.4207801660962
30.67,63.666364692469,30.67,78.9775776232672,30.67,38.6222491106382,30.67,20.3389268085662,30.67,152.555036122398,30.67,12.9661549979569,30.67,27.6758877565882,30.67,72.7203636243452,30.67,162.308055698767,30.67,63.7092379192341,30.67,17.5053477160492,30.67,18.7873636585551,30.67,91.042698049082,30.67,78.3904827901205
30.77,63.2728331617914,30.77,78.8576147140595,30.77,38.5243616756951,30.77,20.2893375803446,30.77,152.100347374793,30.77,12.9031137268891,30.77,27.5343333877149,30.77,72.5863813133205,30.77,162.190278331291,30.77,63.5618090067372,30.77,17.5633306312876,30.77,18.6476442427147,30.77,90.9520739685438,30.77,78.2414463327304
30.9,63.237114900094,30.9,78.6867139420474,30.9,38.5611590135939,30.9,20.2309064605823,30.9,151.879341056529,30.9,12.9356820332355,30.9,27.508340975547,30.9,72.4759810565368,30.9,161.820325612598,30.9,63.4197863411894,30.9,17.58139242931,30.9,18.7114242985417,30.9,90.9365019757497,30.9,78.1632672567229
30.95,63.2268474678972,30.95,78.6127174244411,30.95,38.3716686221785,30.95,20.2584796348115,30.95,151.793253713462,30.95,12.8726466338821,30.95,27.503874610719,30.95,72.3725822095586,30.95,161.565461298322,30.95,63.2571768847189,30.95,17.4416803235529,30.95,18.5565321760828,30.95,90.6790352970486,30.95,77.8022278855663
31.06,63.0582431129649,31.06,78.4596510744221,31.06,38.3564004256284,31.06,20.2584796348115,31.06,151.440107830147,31.06,12.8878806423862,31.06,27.4886452222211,31.06,72.2656789616726,31.06,161.50450678428,31.06,63.0286972491977,31.06,17.4264731110848,31.06,18.6020891334,31.06,90.5425196573059,31.06,77.7264967436363
31.17,62.8998514307767,31.17,78.2886856769408,31.17,38.255727011398,31.17,20.2309064605823,31.17,151.126845321643,31.17,12.7833181337801,31.17,27.325560484599,31.17,72.0330242521904,31.17,161.103967889856,31.17,62.856120591612,31.17,17.3380504558571,31.17,18.4380437114749,31.17,90.466190293143,31.17,77.6785314207418
31.28,62.7516890683598,31.28,78.2759744112034,31.28,38.218975568662,31.28,20.2276216892784,31.28,151.010188531499,31.28,12.8117105998655,31.28,27.2602080907571,31.28,71.8533452546939,31.28,160.681598668691,31.28,62.815452546182,31.28,17.4264731110848,31.28,18.4198631521338,31.28,90.0267791231473,31.28,77.3478632100162
31.4,62.6648815791216,31.4,78.0490150829284,31.4,38.1364389043721,31.4,20.1934850483323,31.4,150.617227232994,31.4,12.7791677058145,31.4,27.2862347169876,31.4,71.6279089636689,31.4,160.625034293358,31.4,62.7291077175665,31.4,17.302013578869,31.4,18.3865077719392,31.4,90.2093216324395,31.4,77.2141639728643
31.45,62.3838256932357,31.45,77.9239373293806,31.45,37.9899378363897,31.45,20.0887590863769,31.45,150.334588390178,31.45,12.7964765913614,31.45,27.1079160537803,31.45,71.5173636184809,31.45,160.163463123308,31.45,62.4194330051612,31.45,17.3352353802838,31.45,18.2983810126254,31.45,90.1177895496423,31.45,76.938937219624
31.6,62.2664208424152,31.6,77.8500692607582,31.6,37.9379697894435,31.6,20.1163508603139,31.6,150.156661520298,31.6,12.6877794169609,31.6,26.981701936203,31.6,71.4141371767437,31.6,159.878444235689,31.6,62.3636099932265,31.6,17.271605939042,31.6,18.3105930675622,31.6,89.7695019232661,31.6,76.7598730578134
31.71,62.1539120077844,31.71,77.7708709793616,31.71,37.7150918184619,31.71,20.0424721680772,31.71,149.889308494855,31.71,12.6593714388253,31.71,26.9860827937994,31.71,71.1813893742778,31.71,159.538660874359,31.71,62.1604908966392,31.71,17.1679652831473,31.71,18.2680109397489,31.71,89.662730025157,31.71,76.742043642616
31.82,61.9905662519299,31.82,77.5439936483971,31.82,37.7395006745149,31.82,20.0854979241876,31.82,149.511887260467,31.82,12.6725478815101,31.82,26.8903422867379,31.82,71.1698339539249,31.82,159.528001591212,31.82,62.0285697966806,31.82,17.210790659388,31.82,18.158763658808,31.82,89.4206778661679,31.82,76.4418686781968
31.93,61.8373141122609,31.93,77.4827829604108,31.93,37.6326332580772,31.93,20.0700714561244,31.93,149.266261082667,31.93,12.6725478815101,31.93,26.7837538733757,31.93,70.9866009937033,31.93,159.238503565563,31.93,61.9524222817902,31.93,17.1651782757962,31.93,18.0069342500539,31.93,89.1021856930948,31.93,76.3964447602587
32.04,61.7913395789816,32.04,77.3756531702199,32.04,37.5715666908849,32.04,19.9929372681059,32.04,148.943873952752,32.04,12.5354649863039,32.04,26.677167307716,32.04,70.8797151002407,32.04,158.781396751922,32.04,61.6630683769356,32.04,17.1347706359691,32.04,18.0221186690913,32.04,89.0111826502096,32.04,76.1995831464937
32.16,61.5461346773492,32.16,77.2991361148321,32.16,37.479964992394,32.16,19.9620843319796,32.16,148.606128719765,32.16,12.5659280572056,32.16,26.6923942239106,32.16,70.62014246407,32.16,158.491898726274,32.16,61.5869208620451,32.16,17.0435477164881,32.16,17.9158369743419,32.16,88.7836935200216,32.16,76.0935841502248
32.26,61.4082073821065,32.26,77.0083668698726,32.26,37.3883632939031,32.26,19.9003784597268,32.26,148.16092111014,32.26,12.4745397683519,32.26,26.6619403915214,32.26,70.5132565706074,32.26,158.156695931909,32.26,61.4041683044702,32.26,17.1043629961421,32.26,17.900654403007,32.26,88.6471926510989,32.26,75.8512912277117
32.32,61.3162583155481,32.32,77.0848839252603,32.32,37.2814958774653,32.32,19.9775108000428,32.32,148.145577788689,32.32,12.4593082329011,32.32,26.5858076582508,32.32,70.4521789172002,32.32,158.065271612857,32.32,61.3432532488818,32.32,17.0435477164881,32.32,17.82473969863,32.32,88.5106991729861,32.32,75.6392932351739
32.42,61.1576095148154,32.42,76.9902525526917,32.42,37.2875490510126,32.42,19.9190385379423,32.42,148.016084469598,32.42,12.476565184778,32.42,26.4987497538756,32.42,70.3261707832001,32.42,157.603284829448,32.42,61.0942747735703,32.42,16.9550772446116,32.42,17.7517067648316,32.42,88.4340523074236,32.42,75.4849732146676
32.52,60.9791006519522,32.52,76.9624551584779,32.52,37.1593627430808,32.52,19.8695255236005,32.52,147.669668754541,32.52,12.4288451619995,32.52,26.4487672602019,32.52,70.238407130275,32.52,157.410105874239,32.52,61.0691281079243,32.52,16.9675276930692,32.52,17.7032772802482,32.52,88.2680367099756,32.52,75.2758575468093
32.63,60.8105236678568,32.63,76.5645561233274,32.63,37.0830304579417,32.63,19.8695255236005,32.63,147.746429706657,32.63,12.4593082329011,32.63,26.3726345269314,32.63,69.85667918729,32.63,157.166312617307,32.63,60.7950029669667,32.63,16.9219171571799,32.63,17.6121800045362,32.63,88.0860380150153,32.63,75.2758575468093
32.73,60.7087192897253,32.73,76.5980330890908,32.73,37.0312180473249,32.73,19.8046027707279,32.73,147.062423573694,32.73,12.4115987566206,32.73,26.3531295052976,32.73,69.7537390482428,32.73,156.775179606548,32.73,60.7242263870145,32.73,16.9039682627232,32.73,17.6548616695686,32.73,87.829117578372,32.73,75.051675840661
