X,C10: Sample 58,X,D7: Sample 79,X,E11: Sample 107,X,F4: Sample 124,X,G6: Sample 150
31.28,7.47934377478984,31.28,4.68376877209797,31.28,9.2106938770929,31.28,9.15311289159202,31.28,10.6349845061106
31.4,7.47812959560563,31.4,4.65250008041201,31.4,9.13321464136006,31.4,9.04467920514618,31.4,10.5876216438628
31.45,7.43355165915615,31.45,4.65325547902874,31.45,9.19549498063601,31.45,9.09199020932422,31.45,10.5893406926765
31.6,7.4170833531407,31.6,4.6677542502183,31.6,9.08762535404936,31.6,9.09051423688764,31.6,10.5115609709892
31.71,7.38776000552307,31.71,4.60748600142551,31.71,9.11949865034908,31.71,9.04614773562274,31.71,10.5284822747644
31.82,7.37129913321763,31.82,4.60673803291879,31.82,9.10282178315293,31.82,8.99884509725596,31.82,10.4811367018398
31.93,7.38656069383387,31.93,4.62199220272507,31.93,9.10282178315293,31.93,8.9530100655145,31.93,10.5267731055639
32.04,7.34077601198518,32.04,4.62199220272507,32.04,9.07242800109455,32.04,8.96828871737874,32.04,10.4963488364145
32.16,7.35603757260141,32.16,4.63724591060573,32.16,9.01164136082904,32.16,8.99884509725596,32.16,10.4659245672651
32.26,7.38656069383387,32.26,4.62199220272507,32.26,9.04203514288742,32.26,8.98356644539173,32.26,10.4507124326904
32.32,7.32551445136894,32.32,4.63724591060573,32.32,9.04203514288742,32.32,8.99884509725596,32.32,10.4963488364145
32.42,7.34196788988938,32.42,4.59222935489089,32.42,9.07390103697718,32.42,8.9391835036547,32.42,10.3915508344621
32.52,7.31025289075271,32.52,4.5914838631125,32.52,8.95085472056353,32.52,8.92245368563728,32.52,10.420288163541
32.63,7.26446867082964,32.63,4.57622969330622,32.63,8.95085472056353,32.63,8.89189730576006,32.63,10.3442274906675
32.73,7.27854864887301,32.73,4.59073861333761,32.73,8.94940189558048,32.73,8.95155689069459,32.73,10.3729678364668
32.84,7.27854864887301,32.84,4.57548691945566,32.84,8.94940189558048,32.84,8.85990263000134,32.84,10.38817750194
32.94,7.24803048188843,32.94,4.57548691945566,32.94,8.93420793302927,32.94,8.87517880196752,32.94,10.3577581709936
33.06,7.2315976282893,33.06,4.52899673040347,33.06,8.87199021104092,33.06,8.79737187655807,33.06,10.3104556709755
33.16,7.26328956538072,33.16,4.56023522557371,33.16,8.88862512167437,33.16,8.82935120977025,33.16,10.3577581709936
33.27,7.24803048188843,33.27,4.54498353169176,33.27,8.88862512167437,33.27,8.81407596150536,33.27,10.3273388400473
33.36,7.21751231490386,33.36,4.56023522557371,33.36,8.88862512167437,33.36,8.76824836930808,33.36,10.2817107673291
33.42,7.2315976282893,33.42,4.55949516792594,33.42,8.87199021104092,33.42,8.82791833875276,33.42,10.2648350030079
33.57,7.15531505420328,33.57,4.52899673040347,33.57,8.8416072174421,33.57,8.82791833875276,33.57,10.2344206086618
33.67,7.18582826854796,33.67,4.54424594916471,33.67,8.8416072174421,33.67,8.78209910723642,33.67,10.3104556709755
33.78,7.18582826854796,33.78,4.54424594916471,33.78,8.75045638954285,33.78,8.81264556943111,33.78,10.2800422001809
33.88,7.20108441394461,33.88,4.52899673040347,33.88,8.76564788634226,33.88,8.76682541436337,33.88,10.1887990171427
33.98,7.15531505420328,33.98,4.55949516792594,33.98,8.75045638954285,33.98,8.78209910723642,33.98,10.1887990171427
34.09,7.18582826854796,34.09,4.55949516792594,34.09,8.73526489274344,34.09,8.78209910723642,34.09,10.1583846227967
34.18,7.14005844703093,34.18,4.54424594916471,34.18,8.75045638954285,34.18,8.73627987572007,34.18,10.2040062143157
34.28,7.12480183985859,34.28,4.54424594916471,34.28,8.6441140648442,34.28,8.70573341352537,34.28,10.1735918199697
34.39,7.12364577919984,34.39,4.51301557880924,34.39,8.76422558423512,34.39,8.76540292119213,34.39,10.1415316074465
34.49,7.12364577919984,34.49,4.49776883436551,34.49,8.6730904697468,34.49,8.68904961847472,34.49,10.1567363371204
34.64,7.12480183985859,34.64,4.51374797341794,34.64,8.6441140648442,34.64,8.67518695133068,34.64,10.1127630312776
34.7,7.07788384593258,34.7,4.48252208992178,34.7,8.6730904697468,34.7,8.62796660694017,34.7,10.0959174184248
34.85,7.03212145096456,34.85,4.49776883436551,34.85,8.65790051449747,34.85,8.64323782152457,34.85,10.0655079590771
34.94,7.06262971427658,34.94,4.49776883436551,34.94,8.59714346370475,34.94,8.6126963157573,34.94,10.1263268777726
35.04,7.04737558262057,35.04,4.48252208992178,35.04,8.61233341895408,35.04,8.62796660694017,35.04,10.1111221480987
35.14,7.03212145096456,35.14,4.48252208992178,35.14,8.64271148264967,35.14,8.6126963157573,35.14,10.080712688751
35.23,7.03098061361041,35.23,4.51228342183669,35.23,8.61093622015152,35.23,8.58076250713312,35.23,10.0182682194762
35.34,7.01686731930855,35.34,4.48252208992178,35.34,8.58195443185695,35.34,8.56688359540562,35.34,10.0350984997293
35.43,7.02984014635759,35.43,4.51155150238465,35.43,8.57917034282796,35.43,8.59463599327308,35.43,10.0470427903993
35.53,7.03098061361041,35.53,4.45130633812046,35.53,8.58056216150785,35.53,8.59603032098127,35.53,10.048672745427
35.63,6.95472279052182,35.63,4.45130633812046,35.63,8.51981496747223,35.63,8.56549377003323,35.63,10.0182682194762
35.73,7.014590963325,35.73,4.43534251130054,35.73,8.50324797490628,35.73,8.59463599327308,35.73,10.0318429933222
35.81,6.95472279052182,35.81,4.46655060904952,35.81,8.44388028248891,35.81,8.55022595618508,35.81,10.0182682194762
35.97,6.95472279052182,35.97,4.48179487997858,35.97,8.47425434113259,35.97,8.47388411718912,35.97,9.94225690459936
36.11,7.01572895666752,36.11,4.45130633812046,36.11,8.51981496747223,36.11,8.51968940523704,36.11,9.94225690459936
36.16,7.00047729972463,36.16,4.46655060904952,36.16,8.51981496747223,36.16,8.56549377003323,36.16,9.94225690459936
36.31,6.96997444746471,36.31,4.42081825788822,36.31,8.51981496747223,36.31,8.50442066813716,36.31,9.91185237864862
36.36,6.95472279052182,36.36,4.46655060904952,36.36,8.45906777343661,36.36,8.489152854289,36.36,9.88144877594961
36.51,6.89371662437612,36.51,4.45130633812046,36.51,8.48944090882856,36.51,8.47388411718912,36.51,9.89665011567325
36.65,6.90784714364778,36.65,4.42010117463471,36.65,8.42732653008657,36.65,8.45724426501114,36.65,9.89504481962853
36.69,6.92309632668038,36.69,4.42010117463471,36.69,8.47287976621918,36.69,8.45724426501114,36.69,9.91024461670561
36.79,6.8914805826556,36.79,4.48034116772428,36.79,8.38041394051672,36.79,8.39481937945285,36.79,9.83265163931444
36.88,6.86098716280611,36.88,4.44986251511102,36.88,8.42595978883939,36.88,8.42534602558385,36.88,9.81745430733581
37.02,6.90672683110421,37.02,4.44986251511102,37.02,8.39559558230686,37.02,8.41008224104222,37.02,9.84784897129306
37.12,6.83049374295662,37.12,4.49558049403092,37.12,8.36523229872659,37.12,8.41008224104222,37.12,9.83265163931444
37.25,6.84574045288136,37.25,4.41938432397388,37.25,8.36523229872659,37.25,8.45587267171484,37.25,9.84784897129306
37.35,6.84574045288136,37.35,4.41938432397388,37.35,8.38041394051672,37.35,8.41008224104222,37.35,9.78705964337857
37.4,6.78475407465852,37.4,4.41938432397388,37.4,8.31968645040392,37.4,8.37955559491123,37.4,9.80225697535719
37.53,6.84463039281117,37.53,4.38819399539639,37.53,8.31833738498307,37.53,8.37819682150521,37.53,9.80066750608926
37.67,6.84463039281117,37.67,4.4186677057926,37.67,8.34869666785636,37.67,8.39345813097232,37.67,9.81586237376887
37.76,6.80000032310713,37.76,4.46510184141765,37.76,8.31968645040392,37.76,8.36429273332186,37.76,9.75666497942132
37.82,6.8141419175733,37.82,4.4034308505945,37.82,8.28797810210977,37.82,8.34767512537359,37.82,9.75508290305041
37.96,6.85876245879742,37.96,4.43318524354213,37.96,8.28663439619179,37.96,8.28528824547528,37.96,9.75350133967443
38.05,6.8141419175733,38.05,4.4339040995894,38.05,8.34869666785636,38.05,8.33241473870908,38.05,9.66391369697272
38.19,6.84463039281117,38.19,4.4186677057926,38.19,8.28797810210977,38.19,8.31715342924196,38.19,9.72469316769118
38.24,6.76950736473377,38.24,4.43462318880438,38.24,8.24377731850098,38.24,8.30323944105987,38.24,9.68067831952821
38.33,6.84574045288136,38.33,4.41938432397388,38.33,8.25895896029111,38.33,8.31850230264924,38.33,9.71107298348546
38.5,6.78365390373673,38.5,4.4339040995894,38.5,8.1969020990951,38.5,8.33241473870908,38.5,9.72469316769118
38.59,6.78365390373673,38.59,4.4034308505945,38.59,8.27279892207443,38.59,8.37819682150521,38.59,9.66391369697272
38.64,6.79889767995436,38.64,4.46437780998561,38.64,8.24244056200374,38.64,8.33241473870908,38.64,9.70949830001157
38.77,6.75316542849886,38.77,4.4186677057926,38.77,8.27279892207443,38.77,8.28663173311034,38.77,9.67910856465234
38.87,6.76840966611779,38.87,4.4034308505945,38.87,8.1969020990951,38.87,8.25611095978133,38.87,9.64871882929311
39,6.73573674568917,39,4.46293045131808,39,8.25494260806533,39,8.22292251401001,39,9.63040075721679
39.09,6.75207055732044,39.09,4.43318524354213,39.09,8.22592659722364,39.09,8.23951358519581,39.09,9.61676970205743
39.18,6.70743271564205,39.18,4.4186677057926,39.18,8.21208127913044,39.18,8.27137134644584,39.18,9.61832909393388
39.26,6.70634525897609,39.26,4.43318524354213,39.26,8.18039551733428,39.26,8.23951358519581,39.26,9.58638489369809
39.4,6.6911039541878,39.4,4.43318524354213,39.4,8.16521879825549,39.4,8.1784800897212,39.4,9.55600008533876
39.5,6.72158702509087,39.5,4.41795131997778,39.5,8.21074987814485,39.5,8.16322217717904,39.5,9.60157729787776
39.63,6.6911039541878,39.63,4.41795131997778,39.63,8.18039551733428,39.63,8.23951358519581,39.63,9.60157729787776
39.72,6.6911039541878,39.72,4.44841962843297,39.72,8.19557315906606,39.72,8.2089968374585,39.72,9.58638489369809
39.8,6.72049745027727,39.8,4.41723516641643,39.8,8.22459316772174,39.8,8.22292251401001,39.8,9.53926110834645
39.9,6.72049745027727,39.9,4.40200325103198,39.9,8.16389520953799,39.9,8.17715435133739,39.9,9.58483093278162
39.98,6.72158702509087,39.98,4.3874825501961,39.98,8.1500420791767,39.98,8.19373892491635,39.98,9.58638489369809
40.1,6.75097604110106,40.1,4.43246662054917,40.1,8.19424464988158,40.1,8.17715435133739,40.1,9.58483093278162
40.2,6.70417140313849,40.2,4.44697767717578,40.2,8.14740025030176,40.2,8.22158978750855,40.2,9.53771503685401
40.32,6.71831936003249,40.32,4.44625705204578,40.32,8.14607997802008,40.32,8.15925366858537,40.32,9.55135448490835
40.45,6.6747800252933,40.45,4.46293045131808,40.45,8.13354669169783,40.45,8.17715435133739,40.45,9.55445104982484
40.55,6.64322456227592,40.55,4.44697767717578,40.55,8.19291657133217,40.55,8.14532218692976,40.55,9.47696511855244
40.63,6.62798773676604,40.63,4.52312444939161,40.63,8.11705572883019,40.63,8.17582904269049,40.63,9.50734007770323
40.76,6.6584613877858,40.76,4.40128979831706,40.76,8.16257204986059,40.76,8.19108293174782,40.76,9.52252755727862
40.85,6.62906213905762,40.85,4.47816236670253,40.85,8.10319725135424,40.85,8.16189891211547,40.85,9.4785013424329
40.97,6.62906213905762,40.97,4.43246662054917,40.97,8.11837151027432,40.97,8.19241071306274,40.97,9.4785013424329
41.05,6.65954072988141,41.05,4.47816236670253,41.05,8.17906946845807,41.05,8.14664255039012,41.05,9.4785013424329
41.13,6.64322456227592,41.13,4.50789546389001,41.13,8.11705572883019,41.13,8.14532218692976,41.13,9.52252755727862
41.27,6.64107186475088,41.27,4.50643470709678,41.27,8.11442544505546,41.27,8.15793168970193,41.27,9.41316485360846
41.35,6.64214803909292,41.35,4.4767110095913,41.35,8.13091063702543,41.35,8.11350033921778,41.35,9.46024529629104
41.44,6.62691368268456,41.44,4.4767110095913,41.44,8.11574037382633,41.44,8.18975558076228,41.44,9.50579942949747
41.53,6.67261675190964,41.53,4.50716496713682,41.53,8.13091063702543,41.53,8.11350033921778,41.53,9.46024529629104
41.65,6.62583997664395,41.65,4.47598568376344,41.65,8.11442544505546,41.65,8.11218577338188,41.65,9.45871252809657
41.77,6.62691368268456,41.77,4.56807242112564,41.77,8.17641866000937,41.77,8.12875175640846,41.77,9.46024529629104
41.86,6.64214803909292,41.86,4.53761846358012,41.86,8.19158892320847,41.86,8.12875175640846,41.86,9.46024529629104
41.98,6.61167932627621,41.98,4.52239148480736,41.98,8.14607997802008,41.98,8.12875175640846,41.98,9.41469024088015
42.06,6.62583997664395,42.06,4.52165875773594,42.06,8.09925856182831,42.06,8.1274347195069,42.06,9.41316485360846
42.19,6.61167932627621,42.19,4.55284544235288,42.19,8.14607997802008,42.19,8.11350033921778,42.19,9.39950522240986
42.32,6.67261675190964,42.32,4.4767110095913,42.32,8.17641866000937,42.32,8.14400225139469,42.32,9.44506027782075
42.4,6.67261675190964,42.4,4.53761846358012,42.4,8.14607997802008,42.4,8.09824984423155,42.4,9.39950522240986
42.49,6.65630375285781,42.49,4.53688326940261,42.49,8.17509390001909,42.49,8.1426827435769,42.49,9.42834741177117
42.6,6.64107186475088,42.6,4.61300582773597,42.6,8.17509390001909,42.6,8.09693774931188,42.6,9.35243462095766
42.68,6.64107186475088,42.68,4.55210778106928,42.68,8.19026170530127,42.68,8.09693774931188,42.68,9.39798229544577
42.77,6.59537620043009,42.77,4.55210778106928,42.77,8.19026170530127,42.77,8.1274347195069,42.77,9.39798229544577
42.89,6.65738239550128,42.89,4.59852637867116,42.89,8.17641866000937,42.89,8.15925366858537,42.89,9.41469024088015
43.01,6.65738239550128,43.01,4.65943383265997,43.01,8.19158892320847,43.01,8.11350033921778,43.01,9.42987525935045
43.14,6.61060808853702,43.14,4.5977813160693,43.14,8.26609704349206,43.14,8.1274347195069,43.14,9.38279973728306
43.22,6.62583997664395,43.22,4.6434543900418,43.22,8.23576327703776,43.22,8.1274347195069,43.22,9.41316485360846
43.35,6.63999603908026,43.35,4.64270216998834,43.35,8.2192637699134,43.35,8.17185569308284,43.35,9.36609966459272
43.43,6.61060808853702,43.43,4.70435243670849,43.43,8.25093016026491,43.43,8.18842865989696,43.43,9.41316485360846
43.51,6.63999603908026,43.51,4.64270216998834,43.51,8.26475797058691,43.51,8.17185569308284,43.51,9.36609966459272
43.63,6.59430777726462,43.63,4.67314626070815,43.63,8.27992239684286,43.63,8.14136366326853,43.63,9.3509195659405
43.71,6.64107186475088,43.71,4.62822987837513,43.71,8.32676549845569,43.71,8.1274347195069,43.71,9.36761717912036
43.83,6.67045488029068,43.83,4.73403398119494,43.83,8.32541659751637,43.83,8.12611810931421,43.83,9.38127976324495
43.95,6.62476661847504,43.95,4.70359035142796,43.95,8.32541659751637,43.95,8.17185569308284,43.95,9.39645986189717
44.03,6.62369360800882,44.03,4.68760893316458,44.03,8.30890616345814,44.03,8.155289016657,44.03,9.33422736177041
44.12,6.59430777726462,44.12,4.71881193583504,44.12,8.32541659751637,44.12,8.21759419875713,44.12,9.39645986189717
44.26,6.63892056191163,44.26,4.73326721184263,44.26,8.3392310253758,44.26,8.20101919232978,44.26,9.4252932014013
44.35,6.65522545968547,44.35,4.76447807191475,44.35,8.32541659751637,44.35,8.18710216894282,44.35,9.36609966459272
44.47,6.63892056191163,44.47,4.79414553125092,44.47,8.35439299545645,44.47,8.18577610769097,44.47,9.37976028158586
44.59,6.65306992107505,44.59,4.77815203626502,44.59,8.41367903773015,44.59,8.18445047593264,44.59,9.37824129206657
44.67,6.67045488029068,44.67,4.76447807191475,44.67,8.43156942511933,44.67,8.12611810931421,44.67,9.3509195659405
44.79,6.68460142362008,44.79,4.83980380992897,44.79,8.39987982745476,44.79,8.155289016657,44.79,9.34940500170889
44.87,6.66937446971726,44.87,4.8245842300769,44.87,8.41504179753542,44.87,8.23150628336374,44.87,9.39493792152434
44.94,6.66829440907439,44.94,4.82380292088984,44.94,8.42883855243104,44.94,8.26065539976218,44.94,9.40859165610874
45.07,6.71505487054754,45.07,4.90068212933726,45.07,8.5211774316127,45.07,8.30772355007049,45.07,9.37976028158586
45.13,6.69765828325203,45.13,4.86866581841238,45.13,8.50326092284631,45.13,8.27455600681533,45.13,9.36155006954839
45.25,6.68460142362008,45.25,4.94634040801531,45.25,8.53633940169336,45.25,8.29248046543168,45.25,9.37976028158586
45.37,6.65306992107505,45.37,4.97597361151416,45.37,8.48947753284165,45.37,8.26065539976218,45.37,9.37824129206657
45.49,6.68243672108652,45.49,4.95995326507339,45.49,8.56389008476917,45.49,8.27455600681533,45.49,9.36155006954839
45.61,6.7139674122689,45.61,5.02162449613898,45.61,8.68655491038145,45.61,8.29113755361541,45.61,9.37824129206657
45.72,6.74550877835317,45.72,4.96155998786739,45.72,8.62731306568998,45.72,8.27723645903652,45.72,9.39493792152434
45.81,6.68460142362008,45.81,5.02243784639751,45.81,8.68796186776895,45.81,8.27723645903652,45.81,9.37976028158586
45.93,6.69982791664472,45.93,5.06809658595373,45.93,8.70312475960595,45.93,8.33821064110445,45.93,9.37976028158586
46,6.69874292426956,46,5.03684161128177,46,8.7168748613903,46,8.29113755361541,46,9.40859165610874
46.11,6.69874292426956,46.11,5.09771007185291,46.11,8.67139539568057,46.11,8.33686032359173,46.11,9.42376683812982
46.23,6.72919190026825,46.23,5.1129271869957,46.23,8.74719389079207,46.23,8.33686032359173,46.23,9.40859165610874
46.31,6.7444163882676,46.31,5.14336095647773,46.31,8.7926733565018,46.31,8.35210186132188,46.31,9.469291462586
46.42,6.77376839772416,46.42,5.1425281583954,46.42,8.86703681584129,46.42,8.38122673149389,46.42,9.4374136940466
46.5,6.7748653642663,46.5,5.18901230190609,46.5,8.89879180262214,46.5,8.38258401517511,46.5,9.48446664460708
46.61,6.80421198278409,46.61,5.23381560505641,46.61,8.88219387595754,46.61,8.36598766162931,46.61,9.54362184688625
46.73,6.81943400567852,46.73,5.20338676332202,46.73,8.95798009799665,46.73,8.39646487990063,46.73,9.46775822238804
46.84,6.80311044288077,46.84,5.26339267424992,46.84,8.9565298826659,46.84,8.42557785305326,46.84,9.49656601577285
46.95,6.83465602857294,46.95,5.26424490751972,46.95,9.01861018137734,46.95,8.44218116803655,46.95,9.51327639708696
47.07,6.8651000743618,47.07,5.34031770294907,47.07,9.04892430160985,47.07,8.42694209817196,47.07,9.49810367218732
47.18,6.80311044288077,47.18,5.33945315418706,47.18,9.10807870985559,47.18,8.44081445585134,47.18,9.48139574719908
47.25,6.81833000146843,47.25,5.36987753042365,47.25,9.09292410352922,47.25,8.45605013734074,47.25,9.51173628434662
47.37,6.8651000743618,47.37,5.40117630787569,47.37,9.13986850522305,47.37,8.56409004112185,47.37,9.46775822238804
47.48,6.87920823581907,47.48,5.44593801036078,47.48,9.24447293071891,47.48,8.59317587728869,47.48,9.51173628434662
47.55,6.86398867723142,47.55,5.49157457471566,47.55,9.28993767100668,47.55,8.57793927449062,47.55,9.55724709006794
47.64,6.90964689234006,47.64,5.46115019847908,47.64,9.30509227733305,47.64,8.59317587728869,47.64,9.48139574719908
47.77,6.9237455596278,47.77,5.53631439957542,47.77,9.40965302717374,47.77,8.62225229751634,47.77,9.57086792235834
47.88,6.92486645092772,47.88,5.53721067841621,47.88,9.3960217579086,47.88,8.62364816157616,47.88,9.58758762721548
48,6.9705251266907,48,5.59805943088938,48,9.51726045113688,48,8.62364816157616,48,9.55724709006794
48.11,6.93896265470646,48.11,5.61236256800722,48.11,9.51571994280876,48.11,8.69842021668879,48.11,9.6163713614876
48.22,7.00096378321169,48.22,5.61327115835334,48.22,9.59303532538606,48.22,8.66935612735303,48.22,9.66343897008434
