X,A1: Sample 1,X,A2: Sample 2,X,A3: Sample 3,X,A4: Sample 4,X,A5: Sample 5,X,A6: Sample 6,X,A7: Sample 7,X,A8: Sample 8,X,A9: Sample 9,X,A10: Sample 10,X,B1: Sample 25,X,B2: Sample 26,X,B3: Sample 27,X,B4: Sample 28,X,B5: Sample 29,X,B6: Sample 30,X,B7: Sample 31,X,B8: Sample 32,X,B9: Sample 33,X,B10: Sample 34,X,C1: Sample 49,X,C2: Sample 50,X,C3: Sample 51,X,C4: Sample 52,X,C5: Sample 53,X,C6: Sample 54,X,C7: Sample 55,X,C8: Sample 56,X,C9: Sample 57,X,C10: Sample 58,X,D1: Sample 73,X,D2: Sample 74,X,D3: Sample 75,X,D4: Sample 76,X,D5: Sample 77,X,D6: Sample 78,X,D7: Sample 79,X,D8: Sample 80,X,D9: Sample 81,X,D10: Sample 82,X,E1: Sample 97,X,E2: Sample 98,X,E3: Sample 99,X,E4: Sample 100,X,E5: Sample 101,X,E6: Sample 102,X,E7: Sample 103,X,E8: Sample 104,X,E9: Sample 105,X,E10: Sample 106
25.47,320.321566698052,25.47,302.703111998697,25.47,195.97689223699,25.47,179.008010855404,25.47,121.052532876189,25.47,153.879550284934,25.47,58.4745838642199,25.47,73.7619723181734,25.47,2.75374090037102,25.47,2.30922360886273,25.47,196.274895784293,25.47,207.997409319334,25.47,178.640285683102,25.47,187.915870621982,25.47,132.406840105187,25.47,144.656505150569,25.47,92.4477099573557,25.47,56.1341141271473,25.47,5.66819383505589,25.47,3.63042738639769,25.47,218.339539459638,25.47,163.689749653071,25.47,133.551606961034,25.47,181.169071166395,25.47,134.129320281622,25.47,126.148177559478,25.47,61.0352685145396,25.47,90.9903665477846,25.47,4.59340086530086,25.47,7.59480435647999,25.47,148.987286179889,25.47,100.747277681142,25.47,47.8819006553341,25.47,58.5570234577718,25.47,89.386533951876,25.47,63.4515168158167,25.47,62.2737228016165,25.47,57.2357072486369,25.47,12.8240398323995,25.47,8.06209614702968,25.47,0.75769125296079,25.47,0.889069749215346,25.47,0.842635916112002,25.47,1.50475429499537,25.47,1.63459374798993,25.47,1.49979160092954,25.47,1.49795360321486,25.47,1.54056284072822,25.47,1.45158484010878,25.47,1.53900316551788
25.6,318.749178865082,25.6,301.5826477427,25.6,195.037697790873,25.6,178.606253489823,25.6,120.294832769031,25.6,152.81125161832,25.6,57.940974469889,25.6,73.4953654204348,25.6,2.75374090037102,25.6,2.26481546575115,25.6,195.513100694406,25.6,206.835161270898,25.6,177.837401771735,25.6,186.268639762637,25.6,131.384559207933,25.6,143.679996109873,25.6,92.0486576325859,25.6,55.7796789379578,25.6,5.8896075732076,25.6,3.67470071182561,25.6,217.534677554003,25.6,162.396291087538,25.6,132.839561099965,25.6,180.058700027097,25.6,132.976470378926,25.6,125.395449167643,25.6,60.8141287553237,25.6,90.2391136327556,25.6,4.72590309284316,25.6,7.59480435647999,25.6,147.692908114318,25.6,100.168527250047,25.6,47.3933093413677,25.6,58.2910527257574,25.6,89.032526437123,25.6,63.0096542799605,25.6,61.9647814806021,25.6,56.9270385700757,25.6,12.8681090101082,25.6,8.15020643631209,25.6,0.75769125296079,25.6,0.800162749234762,25.6,0.798286661765589,25.6,1.50475429499537,25.6,1.54623737884625,25.6,1.49979160092954,25.6,1.49795360321486,25.6,1.54056284072822,25.6,1.36361003675135,25.6,1.53900316551788
25.72,317.169956235174,25.72,299.561772764168,25.72,194.33514536233,25.72,177.372024931884,25.72,119.205708570375,25.72,151.98523126982,25.72,57.9315239765812,25.72,72.8169613706721,25.72,2.6644759194296,25.72,2.30884696172379,25.72,194.809145150511,25.72,206.220396072769,25.72,176.738068922896,25.72,185.348028133514,25.72,131.229813210645,25.72,142.369556541106,25.72,91.5016610047246,25.72,55.4161982399928,25.72,5.75582023741262,25.72,3.58556880534744,25.72,216.336817262421,25.72,161.879255265216,25.72,132.372950182892,25.72,179.851683093072,25.72,132.644457774688,25.72,125.065100674562,25.72,60.3177718953437,25.72,89.6941760208326,25.72,4.72513227191789,25.72,7.63771444887846,25.72,147.222559649827,25.72,99.7515770744779,25.72,47.2079415562238,25.72,57.6610586711935,25.72,88.487085423579,25.72,62.7343049155929,25.72,61.8664224211538,25.72,56.565049079781,25.72,12.7778861708131,25.72,7.92863729755997,25.72,0.757567669327947,25.72,0.844478487644688,25.72,0.798156456797107,25.72,1.54875909731096,25.72,1.63432713671151,25.72,1.49954697662667,25.72,1.58580987363281,25.72,1.5403115664107,25.72,1.45134807859514,25.72,1.58271642102331
25.86,316.091900695278,25.86,298.7551820556,25.86,192.814818301535,25.86,176.434726162647,25.86,119.161141472564,25.86,151.184135281395,25.86,57.5313822068151,25.86,72.7281051180928,25.86,2.6644759194296,25.86,2.30884696172379,25.86,194.047474313616,25.86,205.147728351846,25.86,176.202900285188,25.86,184.81388574704,25.86,130.341026192394,25.86,141.97013100918,25.86,90.9253354165321,25.86,55.3719037401658,25.86,5.71154444529034,25.86,3.5413027011437,25.86,215.621498772877,25.86,161.165743405446,25.86,131.972487709615,25.86,178.874713299614,25.86,131.846461920195,25.86,124.002599254914,25.86,60.1851128883198,25.86,89.4290718091249,25.86,4.59265165622154,25.86,7.54941742304518,25.86,146.687038238258,25.86,99.5290195284663,25.86,47.2967603933936,25.86,57.6167374460739,25.86,88.2658641421935,25.86,62.4250505206378,25.86,61.4251504261953,25.86,56.4768716496318,25.86,12.7778861708131,25.86,8.10482913357406,25.86,0.713004830860669,25.86,0.80003223826604,25.86,0.798156456797107,25.86,1.41600822209397,25.86,1.45764305421578,25.86,1.45544256044269,25.86,1.45365898123296,25.86,1.45229365285121,25.86,1.31940739732429,25.86,1.49478770312762
25.99,314.693019134138,25.99,296.779903401728,25.99,191.933905080948,25.99,175.290311620304,25.99,118.384266512152,25.99,150.22502788896,25.99,57.2997353199548,25.99,72.4053038737129,25.99,2.75284274613084,25.99,2.30847043743127,25.99,192.985491413457,25.99,204.041780288354,25.99,174.747299484058,25.99,183.537610386103,25.99,129.742149227072,25.99,141.015166255002,25.99,90.3786111824809,25.99,54.7870964035897,25.99,5.62207653740883,25.99,3.45220708460636,25.99,214.91585376882,25.99,160.648992577172,25.99,131.105697122067,25.99,177.824332628209,25.99,131.204393564593,25.99,123.539739424632,25.99,59.821582270242,25.99,88.8843605099856,25.99,4.72436170240192,25.99,7.63646889857695,25.99,146.261543785598,25.99,98.756201223393,25.99,46.9338245333644,25.99,57.208520739002,25.99,87.5879249133027,25.99,62.3707006059641,25.99,61.106292721002,25.99,56.0709357518951,25.99,12.819857171006,25.99,8.0154258552905,25.99,0.712888554795624,25.99,0.844340770996344,25.99,0.753691504807494,25.99,1.46002048777394,25.99,1.58989675337785,25.99,1.49930243210993,25.99,1.45342192008142,25.99,1.45205681435596,25.99,1.36316528461933,25.99,1.45058682896381
26.12,313.429309424097,26.12,295.521999857466,26.12,191.142683484494,26.12,174.45859775193,26.12,117.696739336213,26.12,148.910304336782,26.12,56.8459354844159,26.12,72.1270161910837,26.12,2.61921342072678,26.12,2.26370761536842,26.12,192.282177565366,26.12,203.025554487386,26.12,174.317566283786,26.12,182.706721162443,26.12,129.276740532432,26.12,140.282335317137,26.12,89.9207001545441,26.12,54.6010323319658,26.12,5.70968188391898,26.12,3.54014786576097,26.12,214.076343034218,26.12,160.176994887926,26.12,130.417110917038,26.12,176.863079020471,26.12,130.562545277118,26.12,123.032777196501,26.12,59.5023807932825,26.12,88.604849947049,26.12,4.6352997754072,26.12,7.54695552269526,26.12,145.211618631657,26.12,98.2061305935707,26.12,46.7041945094724,26.12,57.0662777838725,26.12,87.3967263224612,26.12,61.9630470238434,26.12,60.9639913031001,26.12,55.8854959044727,26.12,12.8177668632984,26.12,7.97008532659233,26.12,0.712772316648747,26.12,0.799771344009309,26.12,0.79789617424149,26.12,1.45978242801725,26.12,1.54548102597872,26.12,1.45496793381284,26.12,1.45318493623664,26.12,1.49581474183716,26.12,1.31897713239772,26.12,1.49430024586262
26.19,311.678048470044,26.19,294.043718203426,26.19,189.935756762568,26.19,173.253893849234,26.19,116.983962427652,26.19,148.598863852117,26.19,56.7125983905284,26.19,71.5052306014224,26.19,2.70800045502178,26.19,2.30809403592508,26.19,191.028080054595,26.19,201.774513353056,26.19,173.247578050365,26.19,181.727783024391,26.19,128.210546052984,26.19,139.705588533454,26.19,89.5218376857046,26.19,54.2910505724204,26.19,5.70968188391898,26.19,3.54014786576097,26.19,213.137800361013,26.19,158.973327588429,26.19,129.349580608727,26.19,175.975212351051,26.19,129.764809652808,26.19,122.413187709492,26.19,59.1929333652826,26.19,88.2956589981911,26.19,4.59115397102466,26.19,7.45868662302087,26.19,144.497837179791,26.19,97.9836456246163,26.19,46.615404636541,26.19,56.8447439250692,26.19,86.8659801415382,26.19,61.5214006281482,26.19,60.6552011029014,26.19,55.6210552225582,26.19,12.7737192423374,26.19,7.97008532659233,26.19,0.757320622965864,26.19,0.799771344009309,26.19,0.753568613644147,26.19,1.5040182338695,26.19,1.54548102597872,26.19,1.45496793381284,26.19,1.45318493623664,26.19,1.49581474183716,26.19,1.40690898575187,26.19,1.58220028979194
26.31,309.926787515991,26.31,292.610234906168,26.31,189.086426084216,26.31,172.718472267287,26.31,116.360290647635,26.31,147.84252823596,26.31,56.3570381501439,26.31,71.2387541163192,26.31,2.66360702136358,26.31,2.30809403592508,26.31,190.401009925948,26.31,201.327726687893,26.31,172.266769751903,26.31,181.060317430897,26.31,127.588594820544,26.31,138.818288255471,26.31,89.3888853105299,26.31,54.113919665056,26.31,5.66542119825414,26.31,3.45164419416374,26.31,212.109874706861,26.31,158.349206969913,26.31,128.860293212427,26.31,175.220522476054,26.31,129.01139148689,26.31,122.236163668437,26.31,58.8392806885159,26.31,87.6772824437907,26.31,4.5028626962168,26.31,7.41455284109811,26.31,144.007107088317,26.31,97.4051782933563,26.31,46.2158421933768,26.31,56.4902950942995,26.31,86.5121457920459,26.31,61.4330702803461,26.31,60.5228578656887,26.31,55.444757872405,26.31,12.6415777152831,26.31,7.88201813707641,26.31,0.712772316648747,26.31,0.799771344009309,26.31,0.753568613644147,26.31,1.41554645518639,26.31,1.50132436798666,26.31,1.45496793381284,26.31,1.49722086869511,26.31,1.45182005309486,26.31,1.36294301733014,26.31,1.49430024586262
26.44,308.798754548856,26.44,290.636602079563,26.44,188.027628352696,26.44,171.530416612872,26.44,116.029525185428,26.44,146.795305261629,26.44,55.9923428839257,26.44,70.8274881293451,26.44,2.70755898119475,26.44,2.35209694157199,26.44,189.474340915034,26.44,199.776026781904,26.44,171.570057550007,26.44,180.052021389472,26.44,127.256875016412,26.44,137.952854646672,26.44,88.5767230742172,26.44,53.9722685082104,26.44,5.75300519654007,26.44,3.58381518512963,26.44,211.449716469212,26.44,157.743939770462,26.44,128.127714816525,26.44,174.304235093264,26.44,128.724497905967,26.44,121.375506241479,26.44,58.6528908590418,26.44,87.3980142330924,26.44,4.59040549466812,26.44,7.41334407800044,26.44,143.671396402465,26.44,96.9888825357016,26.44,46.1195324227734,26.44,56.392486623887,26.44,86.1000460065664,26.44,61.0697966592165,26.44,60.3365728833184,26.44,55.2153858585139,26.44,12.7275976926214,26.44,7.92475958124228,26.44,0.757197160197203,26.44,0.844065472407822,26.44,0.797766096612824,26.44,1.54800163443324,26.44,1.58937836513091,26.44,1.45473073656246,26.44,1.49697678312799,26.44,1.53955823502837,26.44,1.40667962334793,26.44,1.53799957688695
26.5,308.035511578111,26.5,289.606450588698,26.5,186.999677948906,26.5,171.039691728822,26.5,115.272329861696,26.5,145.905638687599,26.5,55.7257121709123,26.5,70.4722369493231,26.5,2.70755898119475,26.5,2.30771775714518,26.5,188.354778275395,26.5,199.284628749866,26.5,170.90142926884,26.5,179.295680856837,26.5,126.679442260434,26.5,137.597988122644,26.5,88.266551439687,26.5,53.4409570743742,26.5,5.70875105870151,26.5,3.53957073047148,26.5,210.690063621076,26.5,157.209064926239,26.5,127.949822104296,26.5,173.372128141255,26.5,128.148443500634,26.5,120.84451001186,26.5,58.4760880054619,26.5,86.7797331475542,26.5,4.63454410214743,26.5,7.501597919765,26.5,143.091538176748,26.5,96.6329582076904,26.5,46.030751682434,26.5,55.9495018226198,26.5,85.5693810084976,26.5,60.9814807115363,26.5,59.9837258032574,26.5,54.9509882872421,26.5,12.7275976926214,26.5,7.96878599739008,26.5,0.623574112285769,26.5,0.755216448951517,26.5,0.709125428486476,26.5,1.50377304015677,26.5,1.41278086175602,26.5,1.36656529555689,26.5,1.40891927619359,26.5,1.40759601950669,26.5,1.31876210515084,26.5,1.45011386292893
26.62,306.189721410873,26.62,288.484477643677,26.62,186.343570694059,26.62,170.29815680672,26.62,114.674599458903,26.62,145.303662900729,26.62,55.4944728815576,26.62,70.1943604179315,26.62,2.70711765128746,26.62,2.26296965037564,26.62,188.100200569677,26.62,198.492830155396,26.62,169.581093291052,26.62,178.465764615913,26.62,125.77057539943,26.62,136.777250913452,26.62,87.7648256014697,26.62,53.4322462419253,26.62,5.6635742801781,26.62,3.4947562066307,26.62,209.538776918112,26.62,156.202994152814,26.62,127.261974782303,26.62,172.633813254487,26.62,127.773120637857,26.62,120.20542495337,26.62,58.2455969195615,26.62,86.3681910748374,26.62,4.54552618323973,26.62,7.41213570895757,26.62,141.864084814958,26.62,96.083412986878,26.62,45.7125827901167,26.62,55.896089771596,26.62,85.3343615648742,26.62,60.6624880177822,26.62,59.7093590009189,26.62,54.7657914434316,26.62,12.7255231045704,26.62,7.92346785188919,26.62,0.668006212124504,26.62,0.799510619854783,26.62,0.753322951504409,26.62,1.45930654132515,26.62,1.50083493868985,26.62,1.454493616638,26.62,1.49673277713237,26.62,1.4073665825027,26.62,1.40645033571576,26.62,1.53774888420939
26.74,305.476395251574,26.74,287.23263160227,26.74,185.524778650136,26.74,169.478298255898,26.74,114.515134537964,26.74,144.882517853509,26.74,55.3702045535611,26.74,69.8505527267289,26.74,2.70755898119475,26.74,2.35209694157199,26.74,186.921742370613,26.74,197.855097488583,26.74,169.697894088784,26.74,177.871994229681,26.74,125.25807425413,26.74,135.734960241273,26.74,87.5575823611737,26.74,53.2195768650721,26.74,5.70875105870151,26.74,3.53957073047148,26.74,208.723915878709,26.74,155.60444039357,26.74,126.749043625529,26.74,172.661957012761,26.74,126.907724907847,26.74,119.605533055934,26.74,58.1224929831908,26.74,86.1614574044603,26.74,4.63454410214743,26.74,7.501597919765,26.74,141.798004179039,26.74,95.6541689768821,26.74,45.5868693505147,26.74,55.7280040795418,26.74,85.2156096855627,26.74,60.7165328684957,26.74,59.4985624037847,26.74,54.4221878022541,26.74,12.6835572525571,26.74,7.96878599739008,26.74,0.757197160197203,26.74,0.844065472407822,26.74,0.797766096612824,26.74,1.4595444458803,26.74,1.58937836513091,26.74,1.54289626104373,26.74,1.5850342900624,26.74,1.49557088550494,26.74,1.45063825723293,26.74,1.49405663643225
