X,A1: Sample 1,X,A2: Sample 2,X,A3: Sample 3,X,A4: Sample 4,X,A5: Sample 5,X,A6: Sample 6,X,A7: Sample 7,X,A8: Sample 8,X,A9: Sample 9,X,A10: Sample 10,X,B1: Sample 25,X,B2: Sample 26,X,B3: Sample 27,X,B4: Sample 28,X,B5: Sample 29,X,B6: Sample 30,X,B7: Sample 31,X,B8: Sample 32,X,B9: Sample 33,X,B10: Sample 34,X,C1: Sample 49,X,C2: Sample 50,X,C3: Sample 51,X,C4: Sample 52,X,C5: Sample 53,X,C6: Sample 54,X,C7: Sample 55,X,C8: Sample 56,X,C9: Sample 57,X,C10: Sample 58,X,D1: Sample 73,X,D2: Sample 74,X,D3: Sample 75,X,D4: Sample 76,X,D5: Sample 77,X,D6: Sample 78,X,D7: Sample 79,X,D8: Sample 80,X,D9: Sample 81,X,D10: Sample 82,X,E1: Sample 97,X,E2: Sample 98,X,E3: Sample 99,X,E4: Sample 100,X,E5: Sample 101,X,E6: Sample 102,X,E7: Sample 103,X,E8: Sample 104,X,E9: Sample 105,X,E10: Sample 106
32.23,256.54338970508,32.23,234.709824473454,32.23,156.066591470235,32.23,141.939786585366,32.23,98.3129825530638,32.23,122.587948706144,32.23,47.8685765451929,32.23,61.0764897760135,32.23,2.52343187838469,32.23,2.16892275943195,32.23,152.980681678671,32.23,216.766949889507,32.23,141.558284054946,32.23,149.187055812462,32.23,107.920157929557,32.23,115.295770499127,32.23,75.5738576877694,32.23,46.0595780388907,32.23,5.2966503085654,32.23,3.17732598196564,32.23,175.601102539968,32.23,129.325595859251,32.23,106.369625842336,32.23,143.746738930267,32.23,108.633959202952,32.23,103.053032666967,32.23,50.0360476090604,32.23,75.5860600565423,32.23,4.1822499974423,32.23,6.90992235350337,32.23,118.962374502101,32.23,78.7648517215038,32.23,38.1189691524117,32.23,46.3044566674169,32.23,71.7177439706444,32.23,51.6619679554073,32.23,52.2612268186965,32.23,46.9406370211982,32.23,11.6841970479006,32.23,7.33328726805908,32.23,0.666376928680298,32.23,0.708942722427336,32.23,0.663075520193908,32.23,1.45574725707801,32.23,1.45313976673121,32.23,1.40697807911057,32.23,1.40525379514983,32.23,1.36006107019144,32.23,1.31533117934882,32.23,1.4463412089766
32.29,256.098739094369,32.29,234.269682441006,32.29,155.684658667794,32.29,141.649783322868,32.29,98.0304874855292,32.29,122.47929178046,32.29,47.7278473997926,32.29,60.8008582456173,32.29,2.47875810818406,32.29,2.12431361619777,32.29,152.509223448416,32.29,216.241669044374,32.29,141.313010076252,32.29,148.940967799065,32.29,107.459658899655,32.29,115.011611953477,32.29,75.2964393066714,32.29,45.9196278105595,32.29,5.16339438294446,32.29,3.13268692181044,32.29,175.126936428054,32.29,128.726730658599,32.29,106.086236523444,32.29,143.856156348779,32.29,108.439536281545,32.29,102.903896632048,32.29,49.9397558842126,32.29,75.4856891210465,32.29,4.13755344919396,32.29,6.90879897155677,32.29,118.676149418194,32.29,78.6189451055729,32.29,37.8914415200876,32.29,45.8109911075326,32.29,71.7942841710002,32.29,51.6976075959303,32.29,52.2087504494004,32.29,47.0208910313868,32.29,11.7262162093876,32.29,7.24428558368756,32.29,0.710686492929079,32.29,0.797430930386781,32.29,0.662967720564548,32.29,1.41140406594995,32.29,1.54095840226427,32.29,1.45071018339687,32.29,1.44893240350175,32.29,1.49143745922408,32.29,1.35895456434495,32.29,1.44610606977826
32.39,255.020875109129,32.39,233.503654955803,32.39,155.175040582201,32.39,141.806295868118,32.39,97.913160483849,32.39,122.144272708981,32.39,47.8242537052573,32.39,60.8107445640312,32.39,2.4348904381812,32.39,2.21318648581797,32.39,151.953370113085,32.39,215.162929864408,32.39,140.980318058738,32.39,148.698939747367,32.39,107.388528963415,32.39,115.295770499127,32.39,75.3528829135292,32.39,45.9712520717384,32.39,5.25251163647726,32.39,3.22145532909948,32.39,174.754300775495,32.39,128.080805045152,32.39,105.748626514159,32.39,143.304032728352,32.39,108.368778816773,32.39,102.876497960659,32.39,50.0360476090604,32.39,75.0574843468653,32.39,4.22627377277207,32.39,6.90992235350337,32.39,118.206072751269,32.39,78.0992364833988,32.39,37.6762389720426,32.39,46.0393562094178,32.39,71.805958038345,32.39,51.7500541380204,32.39,52.3052192888225,32.39,47.0724918750341,32.39,11.7720487745198,32.39,7.33328726805908,32.39,0.62195180565218,32.39,0.708942722427336,32.39,0.663075520193908,32.39,1.41163356254604,32.39,1.45313976673121,32.39,1.40697807911057,32.39,1.36133967129163,32.39,1.40393398108196,32.39,1.31533117934882,32.39,1.49016965981714
32.49,254.35260294883,32.49,232.081071896969,32.49,155.194384333071,32.49,141.338369828418,32.49,98.0304874855292,32.49,122.523650036034,32.49,47.772163033934,32.49,60.7122909094827,32.49,2.47875810818406,32.49,2.08005708599553,32.49,151.482078898204,32.49,214.771549293834,32.49,140.735138042977,32.49,148.142359368368,32.49,107.681130516782,32.49,115.188554829302,32.49,75.4290079438848,32.49,46.0520898941925,32.49,5.16339438294446,32.49,3.22093160038398,32.49,174.280272332539,32.49,127.748835173306,32.49,105.465327498993,32.49,143.324997405207,32.49,108.527911821235,32.49,102.903896632048,32.49,50.1160700939117,32.49,75.5297277158786,32.49,4.22558668550614,32.49,6.86479367471862,32.49,118.053407672158,32.49,78.0421705741768,32.49,37.537316022883,32.49,45.9435171233138,32.49,71.5737875191353,32.49,51.4333920099749,32.49,52.0328145049122,32.49,46.9330056381676,32.49,11.6822974873336,32.49,7.33209505748063,32.49,0.710686492929079,32.49,0.797430930386781,32.49,0.751363405540489,32.49,1.41140406594995,32.49,1.54095840226427,32.49,1.40674933938059,32.49,1.44893240350175,32.49,1.4037057362468,32.49,1.4027918728038,32.49,1.48992739520004
32.65,254.08398137232,32.65,231.187769299257,32.65,154.882384793928,32.65,141.293873053189,32.65,97.8972422330793,32.65,122.080046169581,32.65,47.9051099363584,32.65,60.8451419136846,32.65,2.52302163096502,32.65,2.16857014640002,32.65,151.035491531496,32.65,213.746930063481,32.65,140.824035695211,32.65,147.876156558136,32.65,107.769719163632,32.65,114.878910124288,32.65,75.4290079438848,32.65,46.0079340904218,32.65,5.2516577083946,32.65,3.26505410616071,32.65,173.567279703797,32.65,127.437677407449,32.65,105.509675099209,32.65,143.103674963093,32.65,108.174399007118,32.65,102.7715144636,32.65,49.9838371004769,32.65,75.3976066037033,32.65,4.22558668550614,32.65,6.86479367471862,32.65,118.053407672158,32.65,77.9978016632451,32.65,37.4930510016923,32.65,45.9435171233138,32.65,71.6619872454171,32.65,51.477430604807,32.65,52.2527304397632,32.65,47.0648390556755,32.65,11.7701349314416,32.65,7.4199045312737,32.65,0.666268592323823,32.65,0.797430930386781,32.65,0.751363405540489,32.65,1.41140406594995,32.65,1.49693096226015,32.65,1.45071018339687,32.65,1.44893240350175,32.65,1.44757151449045,32.65,1.4027918728038,32.65,1.48992739520004
32.76,253.457169279508,32.76,230.651783478487,32.76,155.105241607601,32.76,141.115928573708,32.76,97.8972422330793,32.76,122.301848102808,32.76,47.8164786680755,32.76,60.8894255817519,32.76,2.47875810818406,32.76,2.12431361619777,32.76,150.54424755919,32.76,213.167790042597,32.76,139.846097588486,32.76,147.831787647204,32.76,107.41536457623,32.76,114.746197639741,32.76,75.3406324041952,32.76,45.743015250835,32.76,5.2075262121595,32.76,3.13268692181044,32.76,173.210794044783,32.76,127.037632644716,32.76,105.465327498993,32.76,142.926625533689,32.76,108.086023467429,32.76,102.55088461976,32.76,49.8956799956274,32.76,75.2654854915281,32.76,4.18157006735005,32.76,6.86479367471862,32.76,118.008932207646,32.76,77.5097649537124,32.76,37.2274555468691,32.76,45.6342826495855,32.76,71.5737875191353,32.76,51.3012868808367,32.76,52.0328145049122,32.76,46.9769483347772,32.76,11.7262162093876,32.76,7.33209505748063,32.76,0.621850691718567,32.76,0.708827465928811,32.76,0.662967720564548,32.76,1.36729779294524,32.76,1.4088762487419,32.76,1.36278841211932,32.76,1.40502533574564,32.76,1.44757151449045,32.76,1.31511733913107,32.76,1.44610606977826
32.92,252.785562061442,32.92,229.84781540269,32.92,154.213825008265,32.92,140.76001830403,32.92,97.7639863252715,32.92,122.47929178046,32.92,47.9494255704998,32.92,60.6680125690945,32.92,2.47875810818406,32.92,2.16857014640002,32.92,149.874366509129,32.92,211.875849189415,32.92,139.80164343469,32.92,147.565584836972,32.92,107.371070252804,32.92,115.144313782666,32.92,75.2522515368265,32.92,46.1403961740547,32.92,5.2516577083946,32.92,3.22093160038398,32.92,172.319558586534,32.92,126.370884269923,32.92,104.800070874327,32.92,142.661040734223,32.92,107.997647927739,32.92,102.418502451312,32.92,49.8516041070421,32.92,75.3535680088713,32.92,4.09353683103787,32.92,6.82078904384034,32.92,117.119305708462,32.92,77.1548243216168,32.92,37.0503927982668,32.92,45.545928420612,32.92,71.0445891614448,32.92,51.3012868808367,32.92,52.0328145049122,32.92,46.8451149172694,32.92,11.5944613751454,32.92,7.24428558368756,32.92,0.621850691718567,32.92,0.753129198157796,32.92,0.707165563052519,32.92,1.36729779294524,32.92,1.45290352225604,32.92,1.45071018339687,32.92,1.40502533574564,32.92,1.4037057362468,32.92,1.31511733913107,32.92,1.44610606977826
33.04,251.893950499537,33.04,228.426036527926,33.04,154.188757741521,33.04,140.425775062374,33.04,97.6148606628444,33.04,122.237617043293,33.04,47.8530145892289,33.04,60.7024222015976,33.04,2.43409886131573,33.04,2.07971897528584,33.04,148.823027026869,33.04,210.861488508948,33.04,139.112246893709,33.04,146.831832359586,33.04,107.30933009454,33.04,114.727545787069,33.04,75.063297027594,33.04,45.7355797802155,33.04,5.16255507956622,33.04,3.22040804193138,33.04,172.202441326987,33.04,125.861479900818,33.04,104.827376143841,33.04,142.239544241628,33.04,107.803370694776,33.04,102.093016485063,33.04,49.9316382385878,33.04,75.341319379481,33.04,4.1368808949922,33.04,6.81968033300746,33.04,116.744468961232,33.04,76.6986818924767,33.04,36.9115968247899,33.04,45.2735107117181,33.04,71.1653216989373,33.04,51.1168328280049,33.04,51.8484492888764,33.04,46.8375003017107,33.04,11.5486651266524,33.04,7.2870056342511,33.04,0.621749610656844,33.04,0.708712246899889,33.04,0.707050614163856,33.04,1.45527399724151,33.04,1.45266735458337,33.04,1.31861311107963,33.04,1.40479695061305,33.04,1.40347756561347,33.04,1.31490356843225,33.04,1.44587100702309
33.14,251.00260744745,33.14,228.522870418697,33.14,153.940924899405,33.14,140.44742439575,33.14,97.9986231957565,33.14,122.129063024584,33.14,47.889538634575,33.14,60.7810952492755,33.14,2.47795240101416,33.14,2.07938097447724,33.14,148.620260946534,33.14,210.515480458051,33.14,138.956318932245,33.14,146.541852623182,33.14,107.380449781958,33.14,115.018454705622,33.14,75.2719645986243,33.14,45.8164243028309,33.14,5.20583353339722,33.14,3.17577682254002,33.14,171.595343029182,33.14,125.663276432787,33.14,104.721672982132,33.14,141.950939316446,33.14,107.962543865354,33.14,102.164653731279,33.14,49.879461669609,33.14,75.5051771786721,33.14,4.13620855940062,33.14,6.81857198255516,33.14,116.547630040374,33.14,76.5531585014867,33.14,37.0383497646903,33.14,45.0895017347079,33.14,70.5365583418412,33.14,51.1965684350652,33.14,52.1038382304098,33.14,46.8738165745116,33.14,11.5028837639869,33.14,7.19804040120455,33.14,0.621648562450984,33.14,0.7085970653223,33.14,0.70693570263872,33.14,1.41094529654772,33.14,1.45243126367575,33.14,1.40629208297253,33.14,1.40456863971582,33.14,1.44710098905099,33.14,1.3585128433749,33.14,1.53325035017464
33.24,251.096076506959,33.24,227.369641825964,33.24,153.514974061995,33.24,140.113340575672,33.24,97.9383089353135,33.24,122.197890810909,33.24,47.7931687174736,33.24,60.9040048091709,33.24,2.47754974381542,33.24,2.16751299488243,33.24,148.149741097077,33.24,209.946953835068,33.24,138.800452296264,33.24,146.606734730698,33.24,107.540091817021,33.24,114.955545194319,33.24,75.3039047640892,33.24,45.7648450416519,33.24,5.20498760659621,33.24,3.21936143548291,33.24,171.433842529304,33.24,125.154152599362,33.24,104.261364372193,33.24,141.131517525296,33.24,107.768335475181,33.24,102.412677007425,33.24,49.7832476554644,33.24,75.5809474723021,33.24,4.17953160290382,33.24,6.81746399230775,33.24,116.350855090567,33.24,76.5407189242196,33.24,36.6783783179776,33.24,45.0380246202475,33.24,70.7014098976385,33.24,51.0562084711777,33.24,51.7436765377269,33.24,46.8661997697384,33.24,11.5449119043167,33.24,7.28463741662541,33.24,0.665943794505011,33.24,0.797042192526664,33.24,0.750997125037301,33.24,1.45480104501621,33.24,1.45219524949576,33.24,1.36212406937698,33.24,1.44822606661347,33.24,1.49071040163914,33.24,1.31447623545584,33.24,1.53300120322141
33.33,249.973165747161,33.33,226.379624013004,33.33,153.450809925752,33.33,139.86927151335,33.33,97.7322086602869,33.33,121.685603349215,33.33,47.889538634575,33.33,60.8696337970674,33.33,2.43370326585639,33.33,2.07938097447724,33.33,147.950597637754,33.33,208.689553992051,33.33,138.378634733207,33.33,146.541852623182,33.33,107.159050153006,33.33,115.106886734468,33.33,74.9627507507114,33.33,45.6398691500818,33.33,5.24995068492364,33.33,3.17577682254002,33.33,171.10532392258,33.33,124.419092537661,33.33,103.701945809705,33.33,140.977452018413,33.33,107.874197051665,33.33,102.208763226756,33.33,49.6591485339039,33.33,75.417128618031,33.33,4.22421318097647,33.33,6.81857198255516,33.33,116.014034033025,33.33,75.9765714475914,33.33,36.6843393740994,33.33,45.001181550755,33.33,70.4924754761005,33.33,51.0204819656778,33.33,52.1038382304098,33.33,46.7420260087566,33.33,11.5028837639869,33.33,7.19804040120455,33.33,0.666052025253346,33.33,0.752884397508305,33.33,0.70693570263872,33.33,1.41094529654772,33.33,1.45243126367575,33.33,1.40629208297253,33.33,1.36067592693703,33.33,1.44710098905099,33.33,1.40233590274926,33.33,1.48944310220631
33.44,249.216535617964,33.44,225.985695654379,33.44,153.069477714609,33.44,139.401877690317,33.44,97.3167547318762,33.44,121.621482651378,33.44,47.8374627482834,33.44,60.4613893310648,33.44,2.47754974381542,33.44,2.07904308351616,33.44,146.989182109006,33.44,208.25489842777,33.44,138.489435565862,33.44,146.340661691092,33.44,107.363000895091,33.44,115.088182332984,33.44,74.950569608243,33.44,45.941371504906,33.44,5.20498760659621,33.44,3.13115977511472,33.44,169.919485103267,33.44,124.132301343263,33.44,103.995397834224,33.44,141.396972855408,33.44,107.812501704026,33.44,102.280359373671,33.44,49.7832476554644,33.44,75.5369303457483,33.44,4.09154128172147,33.44,6.81746399230775,33.44,115.683963140278,33.44,75.6094579605151,33.44,36.5898914329129,33.44,44.905557884202,33.44,70.5250964376583,33.44,50.8801506151262,33.44,52.0953715683639,33.44,46.6026614690914,33.44,11.4132199676801,33.44,7.19687074888066,33.44,0.665943794505011,33.44,0.797042192526664,33.44,0.795173421615707,33.44,1.36663125193471,33.44,1.54020720382312,33.44,1.40606356622197,33.44,1.44822606661347,33.44,1.44686584101897,33.44,1.35829209055667,33.44,1.44540111069322
33.59,248.898986089614,33.59,225.709875489067,33.59,153.317139300603,33.59,139.602430902097,33.59,97.865421253969,33.59,121.641248860162,33.59,47.7566349458359,33.59,60.6925567014835,33.59,2.38945413069863,33.59,2.12362311932919,33.59,146.745207942707,33.59,207.665267808741,33.59,138.245326272474,33.59,146.453154296971,33.59,107.55756948512,33.59,115.062670720045,33.59,74.874403937022,33.59,45.8605604280446,33.59,5.11759889747267,33.59,3.17577682254002,33.59,169.858008370446,33.59,123.708121181679,33.59,103.746278994968,33.59,140.844708108093,33.59,108.006717272199,33.59,102.341102365082,33.59,49.7913385457059,33.59,75.5492067849399,33.59,4.18021087018855,33.59,6.81857198255516,33.59,115.524899033674,33.59,75.7548043282755,33.59,36.507334178804,33.59,44.6478821741277,33.59,70.62472939927,33.59,50.8884197766109,33.59,51.8839937780665,33.59,47.0056071402666,33.59,11.6345957720193,33.59,7.15414993530977,33.59,0.666052025253346,33.59,0.7085970653223,33.59,0.66275222642492,33.59,1.41094529654772,33.59,1.45243126367575,33.59,1.40629208297253,33.59,1.40456863971582,33.59,1.44710098905099,33.59,1.31468986721847,33.59,1.48944310220631
33.7,248.500525112711,33.7,224.378522051735,33.7,153.024928079871,33.7,139.26848439003,33.7,97.6275371586767,33.7,122.020533634887,33.7,47.7931687174736,33.7,60.7712185682145,33.7,2.43330779896236,33.7,2.1232780391993,33.7,146.051807951341,33.7,206.785495342692,33.7,138.000710204036,33.7,145.852862893507,33.7,107.672910008468,33.7,115.397686740141,33.7,75.3922372217802,33.7,45.9855057832604,33.7,5.20498760659621,33.7,3.17526077170762,33.7,169.25138968448,33.7,123.154882570102,33.7,103.596432052024,33.7,140.512125305089,33.7,107.856667932872,33.7,102.236257045807,33.7,49.7391879282559,33.7,75.4488907675588,33.7,4.09154128172147,33.7,6.81746399230775,33.7,115.239361406642,33.7,75.3877268774552,33.7,36.457158442775,33.7,44.4640074224655,33.7,70.4810207352041,33.7,50.92416774168,33.7,51.9195213905044,33.7,46.9540476449813,33.7,11.3254266745261,33.7,7.19687074888066,33.7,0.665943794505011,33.7,0.752762056852227,33.7,0.66264453188049,33.7,1.41071602366886,33.7,1.40818943874089,33.7,1.40606356622197,33.7,1.44822606661347,33.7,1.40302144680761,33.7,1.31447623545584,33.7,1.53300120322141
33.8,247.560754668214,33.8,223.976733976156,33.8,152.891289825819,33.8,139.179544873008,33.8,97.8495185205835,33.8,122.10921754798,33.8,47.7488746866637,33.8,60.9040048091709,33.8,2.47754974381542,33.8,2.07904308351616,33.8,145.962538279244,33.8,205.716836617151,33.8,138.311716284274,33.8,145.9415468066,33.8,107.584364547503,33.8,115.397686740141,33.8,75.1272345236252,33.8,45.9855057832604,33.8,5.16087729111007,33.8,3.13115977511472,33.8,168.850528173142,33.8,122.977173938678,33.8,103.419117476656,33.8,140.689099075218,33.8,107.989166619408,33.8,102.236257045807,33.8,49.6951335261291,33.8,75.933100459978,33.8,4.04754645394791,33.8,6.7734801475155,33.8,114.92814232313,33.8,75.5651106788868,33.8,36.2359385675724,33.8,44.596474158511,33.8,70.260626247688,33.8,50.7921216871004,33.8,52.1393354440992,33.8,46.8661997697384,33.8,11.5449119043167,33.8,7.24075408275303,33.8,0.62154754708497,33.8,0.752762056852227,33.8,0.66264453188049,33.8,1.36663125193471,33.8,1.45219524949576,33.8,1.36212406937698,33.8,1.36045482262651,33.8,1.44686584101897,33.8,1.35829209055667,33.8,1.40160098122472
33.85,246.849384128689,33.85,223.181537218064,33.85,152.376493932608,33.85,139.29031471317,33.85,98.0111729326024,33.85,122.26670688083,33.85,47.9625511209989,33.85,61.159639098185,33.85,2.47714721745575,33.85,2.07870530234906,33.85,145.358633272725,33.85,205.238202898827,33.85,137.622897828878,33.85,146.095196057251,33.85,107.699681978148,33.85,115.64416930975,33.85,75.2916701735507,33.85,46.1104105388482,33.85,5.20414195466988,33.85,3.04246372675064,33.85,168.422298722461,33.85,122.512983847775,33.85,103.357996240847,33.85,140.754708566861,33.85,108.148268530659,33.85,102.440143878224,33.85,49.8192066388978,33.85,75.7007031203147,33.85,4.13486454362178,33.85,6.77237966333231,33.85,114.776119669991,33.85,74.8877591232369,33.85,36.2742875857327,33.85,44.5450801852589,33.85,70.2051424947797,33.85,50.6518502377071,33.85,52.2627292650298,33.85,46.9025049033906,33.85,11.4113656671167,33.85,7.15182527245507,33.85,0.577057530160516,33.85,0.70836681444811,33.85,0.662536872330225,33.85,1.41048682528971,33.85,1.451959312006,33.85,1.40583512372543,33.85,1.40411224048277,33.85,1.4027934985628,33.85,1.31426267311052,33.85,1.44516627704404
33.95,246.262989621254,33.95,222.414205859723,33.95,152.579442382648,33.95,138.91274762227,33.95,97.8495185205835,33.95,122.10921754798,33.95,47.9260508099032,33.95,61.0810531304461,33.95,2.34482390925624,33.95,2.03480812783303,33.95,144.89124896327,33.95,204.470064553965,33.95,137.822980272284,33.95,145.586779203737,33.95,107.894284311044,33.95,115.795608806298,33.95,75.1272345236252,33.95,46.0296400616149,33.95,5.07265732577304,33.95,3.13115977511472,33.95,167.558876320143,33.95,122.088609481229,33.95,103.02016234462,33.95,140.821821415192,33.95,108.254174642645,33.95,102.589096969042,33.95,49.9154108618446,33.95,76.285253447654,33.95,4.17953160290382,33.95,6.86144717146477,33.95,114.394633022964,33.95,74.6338497151822,33.95,36.0589621349022,33.95,44.3315433489609,33.95,70.1724695176979,33.95,50.572052029577,33.95,52.227257870488,33.95,46.9101263699007,33.95,11.4571172798923,33.95,7.15298741500829,33.95,0.665943794505011,33.95,0.797042192526664,33.95,0.706820828458895,33.95,1.41071602366886,33.95,1.45219524949576,33.95,1.45000297986255,33.95,1.40434040301779,33.95,1.44686584101897,33.95,1.270660380355,33.95,1.44540111069322
34.1,245.328106343945,34.1,221.48534826681,34.1,152.242866742268,34.1,138.845721323173,34.1,98.1443422403077,34.1,122.577023526052,34.1,48.0954116241365,34.1,61.2038886630474,34.1,2.47714721745575,34.1,2.07870530234906,34.1,144.376783825558,34.1,203.190274896548,34.1,137.356356893234,34.1,145.784826169862,34.1,108.142348001706,34.1,115.776795547353,34.1,75.2033467429765,34.1,45.8015367563475,34.1,5.20414195466988,34.1,3.17474488856031,34.1,167.041793226847,34.1,121.491298611376,34.1,102.826138939396,34.1,140.135427627454,34.1,108.192427583838,34.1,102.616535176972,34.1,49.6430123361675,34.1,75.9207636443062,34.1,4.13486454362178,34.1,6.90430909407729,34.1,114.2426864004,34.1,74.6217239881773,34.1,36.1415761606622,34.1,44.2360466762576,34.1,70.1170000875727,34.1,50.6958602128187,34.1,52.218772532085,34.1,46.9903331818132,34.1,11.4113656671167,34.1,7.19570147662251,34.1,0.665835598925075,34.1,0.70836681444811,34.1,0.662536872330225,34.1,1.36640921598801,34.1,1.451959312006,34.1,1.40583512372543,34.1,1.44799077399501,34.1,1.4027934985628,34.1,1.27045393675137,34.1,1.48895912394402
34.25,244.661951488644,34.25,221.092342931652,34.25,152.039995287513,34.25,138.823166787545,34.25,98.1283993647001,34.25,122.379812173751,34.25,48.1761581347902,34.25,61.193946510893,34.25,2.47674482187136,34.25,2.03414704656993,34.25,143.862485830515,34.25,202.623122909498,34.25,137.156382751618,34.25,145.539480055198,34.25,107.903489284204,34.25,116.19997565397,34.25,75.3235914377063,34.25,46.1470348351284,34.25,5.15920059283486,34.25,3.17422917301636,34.25,166.925609403686,34.25,121.116250743395,34.25,102.942380925904,34.25,140.156889994647,34.25,108.528078151097,34.25,102.555767177954,34.25,49.7230283480322,34.25,76.0844527873717,34.25,4.22215459755494,34.25,6.85921798135059,34.25,114.179689118299,34.25,74.2992827307265,34.25,35.914557205471,34.25,44.1405783674382,34.25,69.8852925005506,34.25,50.6436221918595,34.25,52.1663456813291,34.25,46.8509735839782,34.25,11.3656302492507,34.25,7.1067944306872,34.25,0.665727438496399,34.25,0.796783244445921,34.25,0.662429247757072,34.25,1.41025770137397,34.25,1.45172345116909,34.25,1.40560675544672,34.25,1.4477555578199,34.25,1.40256562437525,34.25,1.40165250318652,34.25,1.4887172527413
34.36,244.477999314411,34.36,220.681902672297,34.36,152.331951535828,34.36,138.845721323173,34.36,98.3218942182925,34.36,122.577023526052,34.36,48.2282721272742,34.36,61.159639098185,34.36,2.43291246057098,34.36,2.07870530234906,34.36,143.528817131131,34.36,202.700553445935,34.36,137.44520742126,34.36,145.873495674521,34.36,108.275144614244,34.36,116.307268552467,34.36,75.2916701735507,34.36,46.1545323225102,34.36,5.16003880576627,34.36,3.21883838732117,34.36,166.1066052147,34.36,120.913823421374,34.36,102.870457719075,34.36,140.046949794596,34.36,108.457381902911,34.36,102.484239040803,34.36,49.9513536969998,34.36,76.2288494427377,34.36,4.13486454362178,34.36,6.81635636208967,34.36,113.931517880509,34.36,74.2226792719129,34.36,35.8319197183089,34.36,44.0153073146389,34.36,70.2051424947797,34.36,50.7398648637137,34.36,52.1748211233569,34.36,47.1220809236639,34.36,11.4991460275892,34.36,7.15182527245507,34.36,0.665835598925075,34.36,0.752639755949408,34.36,0.662536872330225,34.36,1.41048682528971,34.36,1.451959312006,34.36,1.40583512372543,34.36,1.44799077399501,34.36,1.44663076939574,34.36,1.35807140946966,34.36,1.48895912394402
34.5,244.080385951012,34.5,219.97661098083,34.5,152.173600771033,34.5,138.689816824912,34.5,98.48345628317,34.5,122.64575618306,34.5,48.5303899337308,34.5,61.5921758124747,34.5,2.43251725061962,34.5,2.03414704656993,34.5,142.613052575841,34.5,201.510286862056,34.5,136.623398122528,34.5,145.096172610559,34.5,108.301814406118,34.5,116.509368860685,34.5,75.6326545966095,34.5,46.1470348351284,34.5,5.11510494089495,34.5,3.13014250423262,34.5,165.767950734074,34.5,120.672112855876,34.5,102.72080173051,34.5,140.024200127638,34.5,108.528078151097,34.5,102.643953823901,34.5,49.8551539397505,34.5,76.3484803900326,34.5,4.0462314615977,34.5,6.72730998163725,34.5,113.8685711456,34.5,73.6786437908697,34.5,35.7376382700173,34.5,43.7433125925326,34.5,69.7971644114734,34.5,50.5996246892185,34.5,52.3421387278767,34.5,47.070519258984,34.5,11.4972780701448,34.5,7.19453258424489,34.5,0.621345614808464,34.5,0.752517494780475,34.5,0.750753136367698,34.5,1.4543284001023,34.5,1.4077319372988,34.5,1.44953189377423,34.5,1.40388415207464,34.5,1.44639577414405,34.5,1.31404918014867,34.5,1.4887172527413
34.61,242.514617838874,34.61,219.173295900546,34.61,152.307206254552,34.61,138.689816824912,34.61,98.8385132016399,34.61,122.778733511067,34.61,48.4861102934443,34.61,61.6364235126504,34.61,2.38828967936788,34.61,2.07836763092243,34.61,142.613052575841,34.61,200.575527579085,34.61,136.934303161154,34.61,145.00750686295,34.61,108.478847793635,34.61,116.730373134084,34.61,75.5885027167662,34.61,46.1911547748609,34.61,5.11510494089495,34.61,3.13014250423262,34.61,165.233645913737,34.61,120.27239301579,34.61,102.632178569715,34.61,139.67038887349,34.61,108.792989430157,34.61,102.820316469091,34.61,49.899194029206,34.61,76.6125079926933,34.61,4.09021199605489,34.61,6.81524909172546,34.61,113.290785187747,34.61,73.3239967704886,34.61,35.5607193345636,34.61,43.6991740210688,34.61,69.4005853489502,34.61,50.5556218632256,34.61,52.3421387278767,34.61,47.1583385936566,34.61,11.3656302492507,34.61,7.23840166102374,34.61,0.665727438496399,34.61,0.752517494780475,34.61,0.706591192062385,34.61,1.41025770137397,34.61,1.45172345116909,34.61,1.36168153394184,34.61,1.4477555578199,34.61,1.40256562437525,34.61,1.31404918014867,34.61,1.4887172527413
34.71,242.156739543949,34.71,219.12866491904,34.71,152.12906560986,34.71,138.423106252944,34.71,98.5722178511116,34.71,123.133332621282,34.71,48.3089917322981,34.71,61.5921758124747,34.71,2.43251725061962,34.71,2.03414704656993,34.71,142.166838581119,34.71,200.130388901426,34.71,136.889885113721,34.71,145.184838358169,34.71,108.744408521615,34.71,117.172360387476,34.71,75.7209583562961,34.71,46.2352693912416,34.71,5.11510494089495,34.71,3.13014250423262,34.71,164.6993410934,34.71,119.60618618451,34.71,102.543544762217,34.71,139.847294500564,34.71,108.792989430157,34.71,102.820316469091,34.71,49.8551539397505,34.71,76.4804941913629,34.71,3.95826972726433,34.71,6.72730998163725,34.71,113.246335200203,34.71,73.279663896684,34.71,35.4722611976748,34.71,43.7874538256723,34.71,69.7530977052589,34.71,50.4676268579435,34.71,52.4739821819494,34.71,47.2900649339898,34.71,11.3656302492507,34.71,7.15066350746605,34.71,0.621345614808464,34.71,0.663986037038268,34.71,0.706591192062385,34.71,1.36618725217774,34.71,1.4077319372988,34.71,1.40560675544672,34.71,1.40388415207464,34.71,1.35873547460645,34.71,1.27024756021844,34.71,1.40114562028215
