X,C10: Sample 58,X,D7: Sample 79,X,E11: Sample 107,X,F4: Sample 124,X,G6: Sample 150
35.3,5.73583706600786,35.3,4.3342719643803,35.3,6.143282201496,35.3,4.85415331250428,35.3,4.65633702637492
35.4,5.6964153209031,35.4,4.35397299312999,35.4,6.18253630365796,35.4,4.87388566244434,35.4,4.65633702637492
35.49,5.73583706600786,35.49,4.37367432017672,35.49,6.16290895427993,35.49,4.87388566244434,35.49,4.67598406335833
35.64,5.75459111213693,35.64,4.29415575831634,35.64,6.16188504516641,35.64,4.85334684077932,35.64,4.61627617257743
35.74,5.7733395240818,35.74,4.33283200691705,35.74,6.10199958662607,35.74,4.85254063698517,35.74,4.6547900705522
35.79,5.73488411085484,35.79,4.37294767549818,35.79,6.16188504516641,35.79,4.85334684077932,35.79,4.63591964714373
35.88,5.75459111213693,35.88,4.35324962164085,35.88,6.20113262563005,35.88,4.89280498397232,35.88,4.69485096558508
36.02,5.79304384817154,36.02,4.29344244340632,36.02,6.12162041529003,36.02,4.91171772181347,36.02,4.67443058028081
36.17,5.73393147229822,36.17,4.37222127222982,36.17,6.12162041529003,36.17,4.89199222566934,36.17,4.6547900705522
36.23,5.73297915018025,36.23,4.27303785469835,36.23,6.14022127364274,36.23,4.81228966463578,36.23,4.61474278072472
36.37,5.71327809869043,36.37,4.31242087617893,36.37,6.14022127364274,36.37,4.8714572191646,36.37,4.67365422575825
36.42,5.67387599571078,36.42,4.31242087617893,36.42,6.14022127364274,36.42,4.83201218281206,36.42,4.61474278072472
36.56,5.73202714434329,36.56,4.35108094863106,36.56,6.06074498915282,36.56,4.85092903265539,36.56,4.67287812907513
36.66,5.75267960537323,36.66,4.29272936543864,36.66,6.14022127364274,36.66,4.8714572191646,36.66,4.63437973030362
36.8,5.79111988807583,36.8,4.35108094863106,36.8,6.13920164207953,36.8,4.7917713033598,36.8,4.61397646674586
36.84,5.75172432812225,36.84,4.35108094863106,36.84,6.06074498915282,36.84,4.81149054645833,36.84,4.65324414226574
36.98,5.81081766805262,36.98,4.29201652429526,36.98,6.13920164207953,36.98,4.81149054645833,36.98,4.67287812907513
37.03,5.79015838718125,37.03,4.37004350968347,37.03,6.13818234909562,37.03,4.85012363185302,37.03,4.67210229010301
37.17,5.74981472509167,37.17,4.2709098477986,37.17,6.11755559429714,37.17,4.849318498448,37.17,4.65169924049208
37.26,5.77046387763115,37.26,4.37004350968347,37.26,6.13818234909562,37.26,4.8106916936364,37.26,4.61321040722955
37.36,5.74981472509167,37.36,4.2709098477986,37.36,6.1371633945224,37.36,4.849318498448,37.36,4.65169924049208
37.46,5.78919720551007,37.46,4.32995496043171,37.46,6.11755559429714,37.46,4.82960580224293,37.46,4.71058164515651
37.58,5.78919720551007,37.58,4.29059155200964,37.58,6.1371633945224,37.58,4.86903119465307,37.58,4.67132670871355
37.74,5.78919720551007,37.74,4.29059155200964,37.74,6.1371633945224,37.74,4.86903119465307,37.74,4.67132670871355
37.83,5.76854837094978,37.83,4.28987942063171,37.83,6.17535327392757,37.83,4.84851363230718,37.83,4.6901755953289
37.87,5.80792431485691,37.87,4.34891443529564,37.87,6.13614477819136,37.87,4.88793248108372,37.87,4.7097998058793
37.97,5.78823634290334,37.97,4.32923629570799,37.97,6.15574872810898,37.97,4.80909478353063,37.97,4.7294240164297
38.11,5.84632991355017,38.11,4.26949235365728,38.11,6.13512649993411,38.11,4.80829672598275,38.11,4.65015536420914
38.24,5.78727579920223,38.24,4.28916752560672,38.24,6.13512649993411,38.24,4.80829672598275,38.24,4.6893972721302
38.34,5.8256784516398,38.34,4.30812777426138,38.34,6.19290148891111,38.34,4.86660758529784,38.34,4.70823690566166
38.41,5.84535989033571,38.41,4.34747129129853,38.41,6.15370600412421,38.41,4.86660758529784,38.41,4.74747230256432
38.51,5.84535989033571,38.51,4.30812777426138,38.51,6.19290148891111,38.51,4.846904701286,38.51,4.68861920721032
38.6,5.8847221720243,38.6,4.24911234977985,38.6,6.15370600412421,38.6,4.846904701286,38.6,4.66900150875899
38.73,5.9044036107202,38.73,4.288455866817,38.73,6.17330404436927,38.73,4.86660758529784,38.73,4.74747230256432
38.79,5.8247120152676,38.79,4.287744444145,38.79,6.17227993951785,38.79,4.8461006361398,38.79,4.70745584446297
38.92,5.8443901889604,38.92,4.30741308816744,38.92,6.17227993951785,38.92,4.80670140523757,38.92,4.70745584446297
39.05,5.8827700333041,39.05,4.3066986391563,39.05,6.15166463540498,39.05,4.86499318570079,39.05,4.72628623303848
39.15,5.8827700333041,39.15,4.28703325747322,39.15,6.15166463540498,39.15,4.84529683772611,39.15,4.72628623303848
39.23,5.8827700333041,39.23,4.32636402083938,39.23,6.19084711787482,39.23,4.84529683772611,39.23,4.72628623303848
39.36,5.9024449430769,39.36,4.34602910476966,39.36,6.19084711787482,39.36,4.82560048975143,39.36,4.68706385169292
39.5,5.88179444955065,39.5,4.28632230668426,39.5,6.20940873337053,39.5,4.84449330591223,39.5,4.72550243764328
39.58,5.94080939035673,39.58,4.28632230668426,39.58,6.18982044339424,39.58,4.86418638749421,39.58,4.74511037604563
39.67,5.90048757450019,39.67,4.24629416881498,39.67,6.16920966264527,39.67,4.84369004056553,39.67,4.7639279789371
39.76,5.94080939035673,39.76,4.28632230668426,39.76,6.20940873337053,39.76,4.84449330591223,39.76,4.74511037604563
39.85,5.94080939035673,39.85,4.32564654753576,39.85,6.18982044339424,39.85,4.84449330591223,39.85,4.74511037604563
39.98,5.95949273004001,39.98,4.28561159166076,39.98,6.2083791514217,39.98,4.86337985683802,39.98,4.7639279789371
40.06,5.95949273004001,40.06,4.28561159166076,40.06,6.26713368224041,40.06,4.86337985683802,40.06,4.70511421495984
40.15,5.97816987498202,40.15,4.34386761814593,40.15,6.26609470119229,40.15,4.86257359359915,40.15,4.76313820307853
40.28,6.03816567545165,40.28,4.30527045191069,40.28,6.22796419346398,40.28,4.90275919172892,40.28,4.7639279789371
40.37,6.0371646532906,40.37,4.28490111228549,40.37,6.28567590116804,40.37,4.8822601456448,40.37,4.76313820307853
40.5,6.01650209806542,40.5,4.30384321158186,40.5,6.28463401887048,40.5,4.90113387789111,40.5,4.76234868903857
40.59,6.03516360435016,40.59,4.32277903242304,40.59,6.30316778660964,40.59,4.86096186884158,40.59,4.82034425698843
40.72,6.07548769280446,40.72,4.32349555472246,40.72,6.30421256827492,40.72,4.86176759764463,40.72,4.7819468770986
40.8,6.07649490230261,40.8,4.30455671344054,40.8,6.32483889632895,40.8,4.90194640008573,40.8,4.80234107727155
40.89,6.11481082751972,40.89,4.3824522865889,40.89,6.30421256827492,40.89,4.90113387789111,40.89,4.7819468770986
41.01,6.13447269243273,41.01,4.32349555472246,41.01,6.28463401887048,41.01,4.88145088654557,41.01,4.8407414412787
41.09,6.11481082751972,41.09,4.30384321158186,41.09,6.34336907197302,41.09,4.92081716679205,41.09,4.8407414412787
41.23,6.15311464774062,41.23,4.32277903242304,41.23,6.38146781538348,41.23,4.93968167868674,41.23,4.85953413718935
41.31,6.15209507613371,41.31,4.36135411082411,41.31,6.41955393286405,41.31,4.87983317291291,41.31,4.83913721876295
41.44,6.13243972716598,41.44,4.38099994117495,41.44,6.38041040563776,41.44,4.9191864071676,41.44,4.89791200095795
41.5,6.23071647200461,41.5,4.34170828047328,41.5,6.34126687841147,41.5,4.93886317302333,41.5,4.87832030774069
41.62,6.21106112303688,41.62,4.34170828047328,41.62,6.43912599393398,41.62,4.93886317302333,41.62,4.87832030774069
41.74,6.25037122605878,41.74,4.36135411082411,41.74,6.43912599393398,41.74,4.95853993887906,41.74,4.87832030774069
41.87,6.26898780322812,41.87,4.36063155381437,41.87,6.47719624920514,41.87,4.97739195047622,41.87,4.91668899840083
41.95,6.26898780322812,41.95,4.34098897823993,41.95,6.41849038847491,41.95,4.95771844452205,41.95,4.91668899840083
42.07,6.30724705024439,42.07,4.43846622632781,42.07,6.49568890984913,42.07,4.97656746945079,42.07,4.89628936984947
42.16,6.36619296754724,42.16,4.4188269044515,42.16,6.51525389216711,42.16,5.01590826107417,42.16,4.95504497788302
42.29,6.36619296754724,42.29,4.43846622632781,42.29,6.51525389216711,42.29,4.9962380139416,42.29,4.95504497788302
42.37,6.40549064222679,42.37,4.37954855805712,42.37,6.51525389216711,42.37,4.97656746945079,42.37,4.99421538323872
42.45,6.38584180488702,42.45,4.37954855805712,42.45,6.573950028554,42.45,5.03557850820674,42.45,4.95504497788302
42.58,6.42513947956657,42.58,4.43846622632781,42.58,6.573950028554,42.58,5.05524816062285,42.58,5.01380058591657
42.65,6.46336652868232,42.65,4.41809506826329,42.65,6.65110942298805,42.65,5.05441092177545,42.65,4.99338825250284
42.77,6.48301211182578,42.77,4.43773113751921,42.77,6.59242360234142,42.77,5.034744527003,42.77,5.0129702115234
42.86,6.5201429806194,42.86,4.3773732855945,42.86,6.62935180426294,42.86,5.03307739305366,42.86,4.99173481268413
42.98,6.57906021456984,42.98,4.41663212287644,42.98,6.68801819251863,42.98,5.09205823005941,42.98,4.99173481268413
43.11,6.6379768540992,43.11,4.43626169012268,43.11,6.72712991058385,43.11,5.05273727577486,43.11,5.05046123746865
43.23,6.61833777611572,43.23,4.45589096015838,43.23,6.72712991058385,43.23,5.07239775291713,43.23,5.1091870678321
43.31,6.57906021456984,43.31,4.47552052740462,43.31,6.80535215787215,43.31,5.09205823005941,43.31,5.07003611797575
43.43,6.695785514289,43.43,4.45515335198752,43.43,6.74556835924187,43.43,5.13052975888719,43.43,5.1474857849426
43.55,6.65761593208268,43.55,4.45589096015838,43.55,6.82490801690476,43.55,5.13137918434396,43.55,5.1091870678321
43.64,6.695785514289,43.64,4.45515335198752,43.64,6.80422563044989,43.64,5.11087253625197,43.64,5.1083413159586
43.72,6.71542134130774,43.72,4.51403230555512,43.72,6.80422563044989,43.72,5.13052975888719,43.72,5.0887690814666
43.83,6.83323570909751,43.83,4.53365832624964,43.83,6.86288290165791,43.83,5.18950142679283,43.83,5.1866302539266
43.96,6.87250676881232,43.96,4.49440598769925,43.96,6.92153957854325,43.96,5.13052975888719,43.96,5.1866302539266
44.04,6.87136931320676,44.04,4.53290796902914,44.04,6.92039400761003,44.04,5.16898855301492,44.04,5.18577182455654
44.13,6.87023223405514,44.13,4.57139750475073,44.13,6.91924881581661,44.13,5.16813318505977,44.13,5.26317670664162
44.25,6.96953219885739,44.25,4.55253103857023,44.25,6.97904157056396,44.25,5.18864252222038,44.25,5.28361680019885
44.36,7.00763693814884,44.36,4.51253833490956,44.36,7.03652453164241,44.36,5.22708533561711,44.36,5.26317670664162
44.44,7.04689559478304,44.44,4.57139750475073,44.44,7.03652453164241,44.44,5.28603748617445,44.44,5.32187397715271
44.56,7.04689559478304,44.56,4.61063685229051,44.56,7.05607068232204,44.56,5.24673605246956,44.56,5.34143913986376
44.68,7.10578357973433,44.68,4.61063685229051,44.68,7.13425409678858,44.68,5.20743461876466,44.68,5.30230822031568
44.8,7.10460790409242,44.8,4.62949058315004,44.8,7.13307371060446,44.8,5.30481035918126,44.8,5.34055538090614
44.88,7.28124144124916,44.88,4.62949058315004,44.88,7.17215894998412,44.88,5.30481035918126,44.88,5.41880545937482
44.95,7.24318768970205,44.95,4.64987619983029,44.95,7.19289195470148,44.95,5.32533891987934,44.95,5.38057065353782
45.08,7.30086752182828,45.08,4.70795629366721,45.08,7.30895758482677,45.08,5.3441052903326,45.08,5.45793049860916
45.18,7.31928260263861,45.18,4.6679511102964,45.18,7.32728817721257,45.18,5.40215388264487,45.18,5.43746833168364
45.26,7.3781505104562,45.26,4.6679511102964,45.26,7.30774849341489,45.26,5.38250966727029,45.26,5.49614618208869
45.38,7.37693017461259,45.38,4.64756895064083,45.38,7.3651485640193,45.38,5.36197844140085,45.38,5.49523712714623
45.5,7.53388628739103,45.5,4.72600900183459,45.5,7.38468442214925,45.5,5.40126037389815,45.5,5.45612503036615
45.62,7.4750281162436,45.62,4.70639891480725,45.62,7.46282963616258,45.62,5.40126037389815,45.62,5.51479317553627
45.7,7.61236404686466,45.7,4.74561908886192,45.7,7.44329318420145,45.7,5.4601832726441,45.7,5.55390527231635
45.81,7.6136233295854,45.81,4.74640413751186,45.81,7.52268204554232,45.81,5.46108652876861,45.81,5.57438331596209
45.93,7.61110518064226,45.93,4.76444114394352,45.93,7.61785889324981,45.93,5.51819346985683,45.93,5.65075029418756
46,7.7288032435034,46,4.80365453524217,46,7.61785889324981,46,5.49855575165949,46,5.65075029418756
46.11,7.80726802501119,46.11,4.80365453524217,46.11,7.71552381175127,46.11,5.59674434264621,46.11,5.7680671804778
46.2,7.82559024111489,46.2,4.78325667798315,46.2,7.73377808832952,46.2,5.57618448380329,46.2,5.78666304710903
46.35,7.88442894858139,46.35,4.84206718779634,46.35,7.83142685853096,46.35,5.59581895502342,46.35,5.74756388422339
46.43,7.88312552174247,46.43,4.82166664916129,46.43,7.81060543095358,46.43,5.55563142273152,46.43,5.80525276533007
46.51,7.96156495372807,46.51,4.86086707521236,46.51,7.86918512600527,46.51,5.61452509868093,46.51,5.86389122051196
46.62,8.0792235081698,46.62,4.88046743662206,46.62,7.86918512600527,46.62,5.63415573046073,46.62,5.80525276533007
46.74,8.13805248862233,46.74,4.91966786267313,46.74,8.06445038048644,46.74,5.65378695577721,46.74,5.88343757008481
46.84,8.19688206261153,46.84,4.95886828872419,46.84,8.04492361762366,46.84,5.69304940641015,46.84,5.94207661880336
46.96,8.25571104306406,46.96,4.93926822408283,46.96,8.12302948200146,46.96,5.69304940641015,46.96,5.94207661880336
47.08,8.29493075905686,47.08,4.93926822408283,47.08,8.16208300772703,47.08,5.75194308235957,47.08,6.02026201709477
47.19,8.37198556947314,47.19,5.03643712779533,47.19,8.23882685741523,47.19,5.80987628942331,47.19,5.98018069492131
47.26,8.41119880286825,47.26,4.99724288443425,47.26,8.25834979927534,47.26,5.79024830893747,47.26,6.03881005123511
47.34,8.45041203626337,47.34,5.01684000611479,47.34,8.35596628889159,47.34,5.82950426990915,47.34,6.07789628877765
47.45,8.5876577597077,47.45,5.0952278993984,47.45,8.33644334703148,47.45,5.82950426990915,47.45,6.11698193288162
47.6,8.66465145926445,47.6,5.09438585215011,47.6,8.45218572301643,47.6,5.88741508490636,47.6,6.17459069569201
47.67,8.70385821220453,47.67,5.1139797351723,47.67,8.51074605608,47.67,5.88741508490636,47.67,6.23321036280464
47.78,8.78227112474421,47.78,5.15316750121668,47.78,8.53026636488135,47.78,5.98553876854488,47.78,6.25275025184218
47.89,8.89842022003391,47.89,5.17190666490902,47.89,8.62644109981417,47.89,5.92568526811749,47.89,6.32986372243255
48.01,8.89842022003391,48.01,5.21108736253481,48.01,8.74354182030855,48.01,6.00417124428361,48.01,6.36893644993239
48.08,9.03412783718544,48.08,5.22981386159391,48.08,8.76161118206911,48.08,5.98356105872544,48.08,6.3678842549134
48.19,9.15170863940219,48.19,5.2494012705097,48.19,8.83966543180004,48.19,6.10127057328616,48.19,6.42648455322804
48.31,9.15019695974587,48.31,5.26811834763173,48.31,8.89673660952318,48.31,6.0218027175989,48.31,6.44495323245053
48.42,9.21049933708279,48.42,5.32775031302842,48.42,8.95674680639644,48.42,6.06203406843258,48.42,6.52415171708578
48.49,9.28888634084581,48.49,5.34733772194421,48.49,9.09334203999779,48.49,6.10127057328616,48.49,6.54368514985733
